"year","laucode","type.of.building","nuts3","value","avg_floor_m2"
2016,"1435","house","SE232",2429,108.1
2016,"1438","house","SE232",1028,111.6
2016,"1439","house","SE232",736,108.1
2016,"1440","house","SE232",2577,116.6
2016,"1441","house","SE232",2828,119.8
2016,"1442","house","SE232",1600,117
2016,"1443","house","SE232",2166,121.6
2016,"1444","house","SE232",999,119.9
2016,"1445","house","SE232",872,114.9
2016,"1446","house","SE232",1022,117.2
2016,"1447","house","SE232",546,111.5
2016,"1452","house","SE232",743,118.3
2016,"1460","house","SE232",731,111.5
2016,"1461","house","SE232",931,111.7
2016,"1462","house","SE232",1532,108.5
2016,"1463","house","SE232",1407,114.4
2016,"1465","house","SE232",1083,115.1
2016,"1466","house","SE232",1053,117.3
2016,"1470","house","SE232",714,121.3
2016,"1471","house","SE232",980,119.7
2016,"1472","house","SE232",972,120.2
2016,"1473","house","SE232",700,117.2
2016,"1480","house","SE232",4180,125.7
2016,"1481","house","SE232",3736,119.4
2016,"1482","house","SE232",3327,114.8
2016,"1484","house","SE232",2108,113.1
2016,"1485","house","SE232",2143,116.5
2016,"1486","house","SE232",2843,109.4
2016,"1487","house","SE232",1463,118.4
2016,"1488","house","SE232",2037,123.1
2016,"1489","house","SE232",2476,119.8
2016,"1490","house","SE232",2000,121.6
2016,"1491","house","SE232",1186,122.2
2016,"1492","house","SE232",873,120.1
2016,"1493","house","SE232",1279,118.9
2016,"1494","house","SE232",1754,123.9
2016,"1495","house","SE232",1296,123.3
2016,"1496","house","SE232",1822,124.1
2016,"1497","house","SE232",1274,122.9
2016,"1498","house","SE232",1043,118.8
2016,"1499","house","SE232",1036,124
2016,"160","house","SE110",4781,137.9
2016,"162","house","SE110",6169,155.2
2016,"163","house","SE110",5073,130.4
2016,"1715","house","SE311",1386,119
2016,"1730","house","SE311",821,110.8
2016,"1737","house","SE311",748,111
2016,"1760","house","SE311",546,111
2016,"1761","house","SE311",2335,124.3
2016,"1762","house","SE311",420,113
2016,"1763","house","SE311",906,119.2
2016,"1764","house","SE311",901,115.5
2016,"1765","house","SE311",1357,110.5
2016,"1766","house","SE311",1076,115.3
2016,"1780","house","SE311",1959,125.4
2016,"1781","house","SE311",1090,117.8
2016,"1782","house","SE311",516,111.6
2016,"1783","house","SE311",607,112
2016,"1784","house","SE311",1225,115.2
2016,"1785","house","SE311",911,120.7
2016,"180","house","SE110",5831,118.9
2016,"181","house","SE110",2921,116.9
2016,"1814","house","SE124",1341,116.2
2016,"182","house","SE110",5431,131.4
2016,"183","house","SE110",5488,132.6
2016,"184","house","SE110",6476,141.8
2016,"186","house","SE110",6280,147.4
2016,"1860","house","SE124",594,114.1
2016,"1861","house","SE124",1018,117.2
2016,"1862","house","SE124",619,111.7
2016,"1863","house","SE124",431,108.4
2016,"1864","house","SE124",593,109.8
2016,"187","house","SE110",5151,127.2
2016,"188","house","SE110",2455,106.7
2016,"1880","house","SE124",2449,121
2016,"1881","house","SE124",1756,118.4
2016,"1882","house","SE124",956,115.5
2016,"1883","house","SE124",1019,117.2
2016,"1884","house","SE124",1120,115.7
2016,"1885","house","SE124",928,117.8
2016,"1904","house","SE125",586,113.2
2016,"1907","house","SE125",1115,117.5
2016,"191","house","SE110",3679,124.7
2016,"192","house","SE110",2887,111.2
2016,"1960","house","SE125",1282,117
2016,"1961","house","SE125",1564,116.8
2016,"1962","house","SE125",678,117.6
2016,"1980","house","SE125",2555,126.1
2016,"1981","house","SE125",1461,117.7
2016,"1982","house","SE125",844,117.1
2016,"1983","house","SE125",1364,120.8
2016,"1984","house","SE125",1285,115.6
2016,"2021","house","SE312",558,111.2
2016,"2023","house","SE312",1134,109.7
2016,"2026","house","SE312",917,112.2
2016,"2029","house","SE312",1647,111.3
2016,"2031","house","SE312",1239,112.3
2016,"2034","house","SE312",1105,109.5
2016,"2039","house","SE312",951,105.3
2016,"2061","house","SE312",929,111.2
2016,"2062","house","SE312",1373,109.4
2016,"2080","house","SE312",2035,120.1
2016,"2081","house","SE312",1821,116.4
2016,"2082","house","SE312",1249,116.1
2016,"2083","house","SE312",902,115
2016,"2084","house","SE312",1028,116
2016,"2085","house","SE312",1062,112.6
2016,"2101","house","SE313",779,109.4
2016,"2104","house","SE313",710,110.1
2016,"2121","house","SE313",661,119.7
2016,"2132","house","SE313",581,117
2016,"2161","house","SE313",936,114
2016,"2180","house","SE313",2221,112.3
2016,"2181","house","SE313",1189,114.2
2016,"2182","house","SE313",910,113.6
2016,"2183","house","SE313",841,115
2016,"2184","house","SE313",1365,116.4
2016,"2260","house","SE321",376,115.8
2016,"2262","house","SE321",1046,114.9
2016,"2280","house","SE321",821,121.2
2016,"2281","house","SE321",1538,119.2
2016,"2282","house","SE321",386,114.7
2016,"2283","house","SE321",469,114.8
2016,"2284","house","SE321",972,121.5
2016,"2303","house","SE322",286,111.1
2016,"2305","house","SE322",421,117.4
2016,"2309","house","SE322",1424,115.4
2016,"2313","house","SE322",461,108.4
2016,"2321","house","SE322",1918,111.4
2016,"2326","house","SE322",576,108.6
2016,"2361","house","SE322",950,103.4
2016,"2380","house","SE322",2160,118.1
2016,"2401","house","SE331",743,122.4
2016,"2403","house","SE331",474,117.9
2016,"2404","house","SE331",558,120.9
2016,"2409","house","SE331",880,120.3
2016,"2417","house","SE331",330,118.4
2016,"2418","house","SE331",395,107.4
2016,"2421","house","SE331",493,105.5
2016,"2422","house","SE331",247,102.8
2016,"2425","house","SE331",358,108.5
2016,"2460","house","SE331",1117,123.4
2016,"2462","house","SE331",411,104.7
2016,"2463","house","SE331",242,117.7
2016,"2480","house","SE331",2444,125.5
2016,"2481","house","SE331",743,117.1
2016,"2482","house","SE331",1138,119.2
2016,"2505","house","SE332",559,111.6
2016,"2506","house","SE332",631,103.1
2016,"2510","house","SE332",708,98.9
2016,"2513","house","SE332",349,112.3
2016,"2514","house","SE332",584,112.9
2016,"2518","house","SE332",401,112.6
2016,"2521","house","SE332",543,107.6
2016,"2523","house","SE332",1222,111.9
2016,"2560","house","SE332",542,111.9
2016,"2580","house","SE332",2081,118.2
2016,"2581","house","SE332",1110,116.7
2016,"2582","house","SE332",936,115.9
2016,"2583","house","SE332",819,112.7
2016,"2584","house","SE332",1474,113.3
2016,"305","house","SE121",2459,122.6
2016,"319","house","SE121",1178,109.2
2016,"330","house","SE121",3226,128.2
2016,"331","house","SE121",1168,113
2016,"360","house","SE121",1228,115.1
2016,"380","house","SE121",3087,126
2016,"381","house","SE121",2140,120.2
2016,"382","house","SE121",1849,116.6
2016,"428","house","SE122",1067,115.6
2016,"461","house","SE122",2231,113.2
2016,"480","house","SE122",2143,117.1
2016,"481","house","SE122",1623,115.4
2016,"482","house","SE122",1215,117.7
2016,"483","house","SE122",1558,120
2016,"484","house","SE122",2166,117.7
2016,"486","house","SE122",2380,120.2
2016,"488","house","SE122",2877,115.2
2016,"509","house","SE123",836,121.2
2016,"512","house","SE123",933,120
2016,"513","house","SE123",1352,123
2016,"560","house","SE123",1186,115
2016,"561","house","SE123",1250,123.3
2016,"562","house","SE123",1154,118.4
2016,"563","house","SE123",1068,117.3
2016,"580","house","SE123",2761,124.5
2016,"581","house","SE123",2444,118.2
2016,"582","house","SE123",2058,117.7
2016,"583","house","SE123",1571,115.5
2016,"584","house","SE123",1649,123.6
2016,"586","house","SE123",1609,123
2016,"604","house","SE211",935,125.3
2016,"617","house","SE211",909,126.1
2016,"642","house","SE211",1156,118.7
2016,"643","house","SE211",2055,122.6
2016,"662","house","SE211",955,120.8
2016,"665","house","SE211",1249,127.5
2016,"680","house","SE211",2258,129.6
2016,"682","house","SE211",1015,123.3
2016,"683","house","SE211",1531,126.1
2016,"684","house","SE211",796,125.7
2016,"685","house","SE211",965,127.5
2016,"686","house","SE211",1009,126.6
2016,"687","house","SE211",1347,127.5
2016,"760","house","SE212",635,121.1
2016,"761","house","SE212",722,121.8
2016,"763","house","SE212",615,123.5
2016,"764","house","SE212",1115,126.8
2016,"765","house","SE212",1444,121.4
2016,"767","house","SE212",893,120.3
2016,"780","house","SE212",1963,129.6
2016,"781","house","SE212",1212,124.1
2016,"821","house","SE213",527,113.4
2016,"834","house","SE213",691,117
2016,"840","house","SE213",1776,117.6
2016,"860","house","SE213",484,117.2
2016,"861","house","SE213",1031,112.9
2016,"862","house","SE213",549,125
2016,"880","house","SE213",2303,120.5
2016,"881","house","SE213",940,121.6
2016,"882","house","SE213",1486,121.7
2016,"883","house","SE213",1348,115.7
2016,"884","house","SE213",982,121.4
2016,"885","house","SE213",1613,109.7
2016,"980","house","SE214",2334,110.1
2017,"1060","house","SE221",799,114.5
2017,"1080","house","SE221",1772,119.4
2017,"1081","house","SE221",1272,115.9
2017,"1082","house","SE221",1516,117
2017,"1083","house","SE221",1362,116.6
2017,"114","house","SE110",3647,124.2
2017,"115","house","SE110",3541,122.9
2017,"117","house","SE110",3672,122.9
2017,"120","house","SE110",4681,105.9
2017,"1214","house","SE224",1397,119.6
2017,"123","house","SE110",3845,123.2
2017,"1230","house","SE224",2768,130.6
2017,"1231","house","SE224",2579,128.6
2017,"1233","house","SE224",3546,139.6
2017,"125","house","SE110",4326,119.9
2017,"1256","house","SE224",730,121.2
2017,"1257","house","SE224",1040,115.9
2017,"126","house","SE110",4251,121.9
2017,"1260","house","SE224",1374,116.6
2017,"1261","house","SE224",2674,127.7
2017,"1262","house","SE224",3835,135.4
2017,"1263","house","SE224",2492,125.6
2017,"1264","house","SE224",1981,119.5
2017,"1265","house","SE224",1469,112.7
2017,"1266","house","SE224",1356,116.2
2017,"1267","house","SE224",1456,119.6
2017,"127","house","SE110",3354,123.2
2017,"1270","house","SE224",1458,116.5
2017,"1272","house","SE224",1145,112.9
2017,"1273","house","SE224",810,121.6
2017,"1275","house","SE224",1033,117.9
2017,"1276","house","SE224",1138,118.7
2017,"1277","house","SE224",1559,120.3
2017,"1278","house","SE224",2959,123.2
2017,"128","house","SE110",3504,128.3
2017,"1280","house","SE224",3651,126.7
2017,"1281","house","SE224",3285,125.8
2017,"1282","house","SE224",2636,121.7
2017,"1283","house","SE224",3121,125.5
2017,"1284","house","SE224",2973,125.4
2017,"1285","house","SE224",2001,121.3
2017,"1286","house","SE224",2460,123.9
2017,"1287","house","SE224",2236,124.9
2017,"1290","house","SE224",1651,120.2
2017,"1291","house","SE224",2075,117.4
2017,"1292","house","SE224",2426,125.5
2017,"1293","house","SE224",1193,120.8
2017,"1315","house","SE231",718,115.1
2017,"136","house","SE110",3576,115.3
2017,"138","house","SE110",4369,119.6
2017,"1380","house","SE231",2457,125.8
2017,"1381","house","SE231",1692,117.4
2017,"1382","house","SE231",1910,122.4
2017,"1383","house","SE231",2597,123
2017,"1384","house","SE231",3493,127.8
2017,"139","house","SE110",3420,120.7
2017,"140","house","SE110",2952,119
2017,"1401","house","SE232",3544,117.7
2017,"1402","house","SE232",3972,127.2
2017,"1407","house","SE232",3953,122.7
2017,"1415","house","SE232",3099,117.1
2017,"1419","house","SE232",2871,108.5
2017,"1421","house","SE232",2341,109.4
2017,"1427","house","SE232",3518,106.9
2017,"1430","house","SE232",1242,107.8
2017,"1435","house","SE232",2520,108.2
2017,"1438","house","SE232",1079,111.6
2017,"1439","house","SE232",775,107.7
2017,"1440","house","SE232",2741,116.5
2017,"1441","house","SE232",2997,120
2017,"1442","house","SE232",1703,117
2017,"1443","house","SE232",2314,121.7
2017,"1444","house","SE232",1065,119.8
2017,"1445","house","SE232",925,115.1
2017,"1446","house","SE232",1095,117.1
2017,"1447","house","SE232",581,111.7
2017,"1452","house","SE232",799,118.2
2017,"1460","house","SE232",758,111.4
2017,"1461","house","SE232",981,111.8
2017,"1462","house","SE232",1652,108.5
2017,"1463","house","SE232",1522,114.4
2017,"1465","house","SE232",1153,114.7
2017,"1466","house","SE232",1116,117.2
2017,"1470","house","SE232",772,121.2
2017,"1471","house","SE232",1032,119.4
2017,"1472","house","SE232",1042,119.9
2017,"1473","house","SE232",747,117
2017,"1480","house","SE232",4392,126.8
2017,"1481","house","SE232",3958,119.4
2017,"1482","house","SE232",3506,115.3
2017,"1484","house","SE232",2193,113.1
2017,"1485","house","SE232",2250,116.5
2017,"1486","house","SE232",2918,109.9
2017,"1487","house","SE232",1572,118.1
2017,"1488","house","SE232",2180,122.9
2017,"1489","house","SE232",2613,120.2
2017,"1490","house","SE232",2131,121.5
2017,"1491","house","SE232",1275,122.2
2017,"1492","house","SE232",914,120
2017,"1493","house","SE232",1361,118.7
2017,"1494","house","SE232",1851,123.9
2017,"1495","house","SE232",1373,123.3
2017,"1496","house","SE232",1926,124.2
2017,"1497","house","SE232",1342,122.6
2017,"1498","house","SE232",1120,118.5
2017,"1499","house","SE232",1110,124
2017,"160","house","SE110",4937,138
2017,"162","house","SE110",6355,155.3
2017,"163","house","SE110",5226,130.5
2017,"1715","house","SE311",1443,119.1
2017,"1730","house","SE311",854,110.8
2017,"1737","house","SE311",772,111.1
2017,"1760","house","SE311",565,111.2
2017,"1761","house","SE311",2447,124.4
2017,"1762","house","SE311",441,113.1
2017,"1763","house","SE311",954,119.2
2017,"1764","house","SE311",945,115.3
2017,"1765","house","SE311",1373,110.5
2017,"1766","house","SE311",1120,115.2
2017,"1780","house","SE311",2052,125.4
2017,"1781","house","SE311",1159,117.6
2017,"1782","house","SE311",532,111.8
2017,"1783","house","SE311",618,112
2017,"1784","house","SE311",1281,115.3
2017,"1785","house","SE311",947,120.6
2017,"180","house","SE110",6024,118.8
2017,"181","house","SE110",3049,117
2017,"1814","house","SE124",1410,117.2
2017,"182","house","SE110",5576,131.6
2017,"183","house","SE110",5703,132.4
2017,"184","house","SE110",6715,141
2017,"186","house","SE110",6485,147.3
2017,"1860","house","SE124",640,113.8
2017,"1861","house","SE124",1085,117.1
2017,"1862","house","SE124",665,111.6
2017,"1863","house","SE124",460,108.6
2017,"1864","house","SE124",623,110.2
2017,"187","house","SE110",5297,127.1
2017,"188","house","SE110",2540,107.1
2017,"1880","house","SE124",2550,121.2
2017,"1881","house","SE124",1832,118.2
2017,"1882","house","SE124",1020,115.4
2017,"1883","house","SE124",1086,116.9
2017,"1884","house","SE124",1187,115.5
2017,"1885","house","SE124",987,117.7
2017,"1904","house","SE125",630,113.3
2017,"1907","house","SE125",1199,117.3
2017,"191","house","SE110",3796,124.6
2017,"192","house","SE110",2994,110.9
2017,"1960","house","SE125",1393,116.8
2017,"1961","house","SE125",1665,116.7
2017,"1962","house","SE125",736,117.5
2017,"1980","house","SE125",2706,126.2
2017,"1981","house","SE125",1542,117.5
2017,"1982","house","SE125",908,117.2
2017,"1983","house","SE125",1460,120.9
2017,"1984","house","SE125",1386,116.1
2017,"2021","house","SE312",590,111.2
2017,"2023","house","SE312",1213,109.7
2017,"2026","house","SE312",990,112.1
2017,"2029","house","SE312",1771,111
2017,"2031","house","SE312",1335,112
2017,"2034","house","SE312",1185,109.3
2017,"2039","house","SE312",1021,104.9
2017,"2061","house","SE312",993,111.1
2017,"2062","house","SE312",1476,109.3
2017,"2080","house","SE312",2153,120.1
2017,"2081","house","SE312",1910,116.5
2017,"2082","house","SE312",1340,116.2
2017,"2083","house","SE312",976,114.8
2017,"2084","house","SE312",1115,115.9
2017,"2085","house","SE312",1120,112.5
2017,"2101","house","SE313",830,109.3
2017,"2104","house","SE313",752,109.9
2017,"2121","house","SE313",703,119.5
2017,"2132","house","SE313",611,117
2017,"2161","house","SE313",987,113.9
2017,"2180","house","SE313",2361,112.3
2017,"2181","house","SE313",1270,114.1
2017,"2182","house","SE313",970,113.3
2017,"2183","house","SE313",894,114.8
2017,"2184","house","SE313",1452,115.9
2017,"2260","house","SE321",394,115.7
2017,"2262","house","SE321",1107,114.9
2017,"2280","house","SE321",861,121
2017,"2281","house","SE321",1631,119
2017,"2282","house","SE321",409,114.6
2017,"2283","house","SE321",490,114.7
2017,"2284","house","SE321",1019,121.5
2017,"2303","house","SE322",303,110.8
2017,"2305","house","SE322",429,116.8
2017,"2309","house","SE322",1486,115.4
2017,"2313","house","SE322",475,108.3
2017,"2321","house","SE322",2041,110.9
2017,"2326","house","SE322",596,108.3
2017,"2361","house","SE322",980,103.9
2017,"2380","house","SE322",2240,117.7
2017,"2401","house","SE331",797,122.2
2017,"2403","house","SE331",492,117
2017,"2404","house","SE331",598,120.5
2017,"2409","house","SE331",945,120
2017,"2417","house","SE331",345,118
2017,"2418","house","SE331",415,107.5
2017,"2421","house","SE331",534,105
2017,"2422","house","SE331",259,102.5
2017,"2425","house","SE331",363,108.1
2017,"2460","house","SE331",1196,123.2
2017,"2462","house","SE331",429,104.8
2017,"2463","house","SE331",248,117.1
2017,"2480","house","SE331",2560,125.4
2017,"2481","house","SE331",785,116.9
2017,"2482","house","SE331",1206,119.1
2017,"2505","house","SE332",597,111.3
2017,"2506","house","SE332",685,102.8
2017,"2510","house","SE332",788,98.7
2017,"2513","house","SE332",361,112.3
2017,"2514","house","SE332",623,112.9
2017,"2518","house","SE332",420,112.7
2017,"2521","house","SE332",553,107.4
2017,"2523","house","SE332",1274,111.7
2017,"2560","house","SE332",563,112
2017,"2580","house","SE332",2146,118.2
2017,"2581","house","SE332",1174,116.7
2017,"2582","house","SE332",994,116
2017,"2583","house","SE332",840,112.5
2017,"2584","house","SE332",1542,113
2017,"305","house","SE121",2558,122.5
2017,"319","house","SE121",1256,109
2017,"330","house","SE121",3301,127.9
2017,"331","house","SE121",1222,113
2017,"360","house","SE121",1284,114.9
2017,"380","house","SE121",3175,125.9
2017,"381","house","SE121",2228,120.2
2017,"382","house","SE121",1905,116.6
2017,"428","house","SE122",1147,115.5
2017,"461","house","SE122",2341,113.2
2017,"480","house","SE122",2276,117
2017,"481","house","SE122",1727,115.4
2017,"482","house","SE122",1274,117.6
2017,"483","house","SE122",1650,119.9
2017,"484","house","SE122",2299,117.6
2017,"486","house","SE122",2517,120.2
2017,"488","house","SE122",3031,114.7
2017,"509","house","SE123",893,120.9
2017,"512","house","SE123",1013,119.6
2017,"513","house","SE123",1425,123
2017,"560","house","SE123",1282,114.8
2017,"561","house","SE123",1340,123.1
2017,"562","house","SE123",1257,118.3
2017,"563","house","SE123",1118,116.9
2017,"580","house","SE123",2922,124.5
2017,"581","house","SE123",2602,118.3
2017,"582","house","SE123",2192,117.6
2017,"583","house","SE123",1694,115.5
2017,"584","house","SE123",1779,122.6
2017,"586","house","SE123",1714,123.3
2017,"604","house","SE211",1028,125.4
2017,"617","house","SE211",963,126.2
2017,"642","house","SE211",1260,118.5
2017,"643","house","SE211",2183,122.5
2017,"662","house","SE211",1014,120.5
2017,"665","house","SE211",1342,127.4
2017,"680","house","SE211",2412,129.5
2017,"682","house","SE211",1104,123.2
2017,"683","house","SE211",1633,126.2
2017,"684","house","SE211",859,125.3
2017,"685","house","SE211",1025,127.4
2017,"686","house","SE211",1074,126.4
2017,"687","house","SE211",1451,127.4
2017,"760","house","SE212",662,120.9
2017,"761","house","SE212",759,121.7
2017,"763","house","SE212",652,123.2
2017,"764","house","SE212",1172,126.8
2017,"765","house","SE212",1525,121.5
2017,"767","house","SE212",927,120
2017,"780","house","SE212",2061,129.3
2017,"781","house","SE212",1264,124.4
2017,"821","house","SE213",547,113.2
2017,"834","house","SE213",721,116.8
2017,"840","house","SE213",1842,117.2
2017,"860","house","SE213",512,117.2
2017,"861","house","SE213",1088,112.7
2017,"862","house","SE213",572,125.1
2017,"880","house","SE213",2418,120.4
2017,"881","house","SE213",989,121.6
2017,"882","house","SE213",1540,121.7
2017,"883","house","SE213",1414,115.7
2017,"884","house","SE213",1042,121.3
2017,"885","house","SE213",1684,109.6
2017,"980","house","SE214",2468,109.7
2018,"1060","house","SE221",836,114.3
2018,"1080","house","SE221",1864,119.4
2018,"1081","house","SE221",1321,115.7
2018,"1082","house","SE221",1587,116.8
2018,"1083","house","SE221",1420,116.4
2018,"114","house","SE110",3631,124
2018,"115","house","SE110",3516,123.1
2018,"117","house","SE110",3653,123.1
2018,"120","house","SE110",4569,106.7
2018,"1214","house","SE224",1457,119.5
2018,"123","house","SE110",3811,123.2
2018,"1230","house","SE224",2858,130.3
2018,"1231","house","SE224",2683,128.6
2018,"1233","house","SE224",3682,139.3
2018,"125","house","SE110",4310,120.4
2018,"1256","house","SE224",755,121.1
2018,"1257","house","SE224",1067,115.9
2018,"126","house","SE110",4234,121.9
2018,"1260","house","SE224",1415,116.7
2018,"1261","house","SE224",2771,127.7
2018,"1262","house","SE224",4006,135.5
2018,"1263","house","SE224",2576,125.3
2018,"1264","house","SE224",2057,119.4
2018,"1265","house","SE224",1526,112.6
2018,"1266","house","SE224",1417,115.9
2018,"1267","house","SE224",1513,119.6
2018,"127","house","SE110",3347,123.2
2018,"1270","house","SE224",1485,116.7
2018,"1272","house","SE224",1179,112.6
2018,"1273","house","SE224",838,121.3
2018,"1275","house","SE224",1070,117.9
2018,"1276","house","SE224",1187,118.3
2018,"1277","house","SE224",1605,120.1
2018,"1278","house","SE224",3000,123
2018,"128","house","SE110",3526,128.5
2018,"1280","house","SE224",3780,126.7
2018,"1281","house","SE224",3421,125.7
2018,"1282","house","SE224",2725,121.7
2018,"1283","house","SE224",3214,125.4
2018,"1284","house","SE224",3040,125.6
2018,"1285","house","SE224",2086,121.3
2018,"1286","house","SE224",2529,123.5
2018,"1287","house","SE224",2315,124.8
2018,"1290","house","SE224",1721,119.9
2018,"1291","house","SE224",2146,117
2018,"1292","house","SE224",2516,125
2018,"1293","house","SE224",1243,120.7
2018,"1315","house","SE231",739,115
2018,"136","house","SE110",3561,115.4
2018,"138","house","SE110",4332,119.6
2018,"1380","house","SE231",2575,122.9
2018,"1381","house","SE231",1730,117.5
2018,"1382","house","SE231",1967,122.7
2018,"1383","house","SE231",2672,122.9
2018,"1384","house","SE231",3569,127.8
2018,"139","house","SE110",3435,120.7
2018,"140","house","SE110",2994,118.6
2018,"1401","house","SE232",3628,117.7
2018,"1402","house","SE232",4075,127.1
2018,"1407","house","SE232",4036,122.8
2018,"1415","house","SE232",3177,117.3
2018,"1419","house","SE232",2943,108.5
2018,"1421","house","SE232",2384,109.5
2018,"1427","house","SE232",3615,105.3
2018,"1430","house","SE232",1264,107.9
2018,"1435","house","SE232",2535,108.3
2018,"1438","house","SE232",1098,111.6
2018,"1439","house","SE232",788,107.7
2018,"1440","house","SE232",2821,116.7
2018,"1441","house","SE232",3079,120.3
2018,"1442","house","SE232",1762,116.8
2018,"1443","house","SE232",2397,121.9
2018,"1444","house","SE232",1102,119.7
2018,"1445","house","SE232",954,115.1
2018,"1446","house","SE232",1136,117.3
2018,"1447","house","SE232",598,112.1
2018,"1452","house","SE232",834,118.1
2018,"1460","house","SE232",761,111.4
2018,"1461","house","SE232",1005,111.7
2018,"1462","house","SE232",1724,108.8
2018,"1463","house","SE232",1595,114.5
2018,"1465","house","SE232",1191,114.4
2018,"1466","house","SE232",1148,117.1
2018,"1470","house","SE232",809,121.2
2018,"1471","house","SE232",1052,119.3
2018,"1472","house","SE232",1083,119.6
2018,"1473","house","SE232",771,117.2
2018,"1480","house","SE232",4512,126.9
2018,"1481","house","SE232",4064,119.5
2018,"1482","house","SE232",3590,115.6
2018,"1484","house","SE232",2215,113
2018,"1485","house","SE232",2291,116.5
2018,"1486","house","SE232",2918,109.8
2018,"1487","house","SE232",1638,117.9
2018,"1488","house","SE232",2261,122.9
2018,"1489","house","SE232",2690,120
2018,"1490","house","SE232",2199,121.6
2018,"1491","house","SE232",1331,122.1
2018,"1492","house","SE232",929,119.8
2018,"1493","house","SE232",1402,118.7
2018,"1494","house","SE232",1895,123.9
2018,"1495","house","SE232",1411,123.4
2018,"1496","house","SE232",1978,124.1
2018,"1497","house","SE232",1370,122.5
2018,"1498","house","SE232",1159,118.9
2018,"1499","house","SE232",1153,124.1
2018,"160","house","SE110",4915,138
2018,"162","house","SE110",6313,155.2
2018,"163","house","SE110",5176,130.8
2018,"1715","house","SE311",1484,118.9
2018,"1730","house","SE311",878,110.5
2018,"1737","house","SE311",786,111.2
2018,"1760","house","SE311",577,111.3
2018,"1761","house","SE311",2526,124.5
2018,"1762","house","SE311",457,112.7
2018,"1763","house","SE311",991,119.2
2018,"1764","house","SE311",975,115.3
2018,"1765","house","SE311",1369,110.6
2018,"1766","house","SE311",1151,115
2018,"1780","house","SE311",2118,125.4
2018,"1781","house","SE311",1211,117.6
2018,"1782","house","SE311",542,111.7
2018,"1783","house","SE311",621,111.8
2018,"1784","house","SE311",1325,115
2018,"1785","house","SE311",970,120.6
2018,"180","house","SE110",5988,118.8
2018,"181","house","SE110",3071,117
2018,"1814","house","SE124",1468,117.4
2018,"182","house","SE110",5515,131.7
2018,"183","house","SE110",5698,132.5
2018,"184","house","SE110",6658,141.2
2018,"186","house","SE110",6449,147.2
2018,"1860","house","SE124",676,113.7
2018,"1861","house","SE124",1135,117.1
2018,"1862","house","SE124",703,111.4
2018,"1863","house","SE124",484,108.5
2018,"1864","house","SE124",647,109.9
2018,"187","house","SE110",5235,127.2
2018,"188","house","SE110",2541,107.1
2018,"1880","house","SE124",2614,121.3
2018,"1881","house","SE124",1876,118.2
2018,"1882","house","SE124",1070,115.3
2018,"1883","house","SE124",1135,116.9
2018,"1884","house","SE124",1235,115.4
2018,"1885","house","SE124",1034,117.4
2018,"1904","house","SE125",659,113.3
2018,"1907","house","SE125",1251,117.3
2018,"191","house","SE110",3769,124.6
2018,"192","house","SE110",2977,111.1
2018,"1960","house","SE125",1470,116.6
2018,"1961","house","SE125",1725,116.6
2018,"1962","house","SE125",776,117.6
2018,"1980","house","SE125",2785,126.4
2018,"1981","house","SE125",1579,117.6
2018,"1982","house","SE125",951,117.1
2018,"1983","house","SE125",1524,120.7
2018,"1984","house","SE125",1454,116.6
2018,"2021","house","SE312",611,111.1
2018,"2023","house","SE312",1267,109.9
2018,"2026","house","SE312",1046,111.9
2018,"2029","house","SE312",1857,111
2018,"2031","house","SE312",1406,111.8
2018,"2034","house","SE312",1241,109.4
2018,"2039","house","SE312",1069,104.9
2018,"2061","house","SE312",1041,110.9
2018,"2062","house","SE312",1550,109.4
2018,"2080","house","SE312",2233,120
2018,"2081","house","SE312",1962,116.6
2018,"2082","house","SE312",1407,116.3
2018,"2083","house","SE312",1033,114.7
2018,"2084","house","SE312",1182,115.9
2018,"2085","house","SE312",1155,112.6
2018,"2101","house","SE313",870,109.5
2018,"2104","house","SE313",786,109.8
2018,"2121","house","SE313",737,119.5
2018,"2132","house","SE313",635,117
2018,"2161","house","SE313",1031,113.4
2018,"2180","house","SE313",2476,112.3
2018,"2181","house","SE313",1336,114.1
2018,"2182","house","SE313",1014,113.5
2018,"2183","house","SE313",936,114.8
2018,"2184","house","SE313",1516,116
2018,"2260","house","SE321",407,115.7
2018,"2262","house","SE321",1152,114.8
2018,"2280","house","SE321",887,120.9
2018,"2281","house","SE321",1700,118.8
2018,"2282","house","SE321",424,114.6
2018,"2283","house","SE321",503,114.8
2018,"2284","house","SE321",1050,121.5
2018,"2303","house","SE322",316,110.9
2018,"2305","house","SE322",431,116.7
2018,"2309","house","SE322",1532,115.6
2018,"2313","house","SE322",484,108.3
2018,"2321","house","SE322",2150,110.3
2018,"2326","house","SE322",613,107.6
2018,"2361","house","SE322",1004,104
2018,"2380","house","SE322",2290,117.8
2018,"2401","house","SE331",843,122.1
2018,"2403","house","SE331",500,117.1
2018,"2404","house","SE331",631,120.2
2018,"2409","house","SE331",1002,119.6
2018,"2417","house","SE331",356,118.2
2018,"2418","house","SE331",431,107.5
2018,"2421","house","SE331",567,105.3
2018,"2422","house","SE331",267,102.5
2018,"2425","house","SE331",363,108.2
2018,"2460","house","SE331",1262,123.2
2018,"2462","house","SE331",443,104.9
2018,"2463","house","SE331",249,117.8
2018,"2480","house","SE331",2640,125.7
2018,"2481","house","SE331",817,116.9
