"nuts","year","value","level","indicator","type.of.building"
"563","2004",2474,"laucode","bldn_sec","all"
"563","2005",2492,"laucode","bldn_sec","all"
"563","2006",2530,"laucode","bldn_sec","all"
"563","2007",2544,"laucode","bldn_sec","all"
"563","2008",2559,"laucode","bldn_sec","all"
"563","2009",2593,"laucode","bldn_sec","all"
"563","2010",2606,"laucode","bldn_sec","all"
"563","2011",2620,"laucode","bldn_sec","all"
"563","2012",2647,"laucode","bldn_sec","all"
"563","2013",2671,"laucode","bldn_sec","all"
"563","2014",2668,"laucode","bldn_sec","all"
"563","2015",2718,"laucode","bldn_sec","all"
"563","2016",2725,"laucode","bldn_sec","all"
"563","2017",2723,"laucode","bldn_sec","all"
"563","2018",2814,"laucode","bldn_sec","all"
"563","2019",2807,"laucode","bldn_sec","all"
"563","2020",2832,"laucode","bldn_sec","all"
"563","2021",2861,"laucode","bldn_sec","all"
"563","2022",2899,"laucode","bldn_sec","all"
"563","2023",2931,"laucode","bldn_sec","all"
"563","2024",2989,"laucode","bldn_sec","all"
"580","1998",3110,"laucode","bldn_sec","all"
"580","1999",3091,"laucode","bldn_sec","all"
"580","2000",3123,"laucode","bldn_sec","all"
"580","2001",3015,"laucode","bldn_sec","all"
"580","2002",2952,"laucode","bldn_sec","all"
"580","2003",3038,"laucode","bldn_sec","all"
"580","2004",3013,"laucode","bldn_sec","all"
"580","2005",2957,"laucode","bldn_sec","all"
"580","2006",2954,"laucode","bldn_sec","all"
"580","2007",2862,"laucode","bldn_sec","all"
"580","2008",2881,"laucode","bldn_sec","all"
"580","2009",2829,"laucode","bldn_sec","all"
"580","2010",2758,"laucode","bldn_sec","all"
"580","2011",2732,"laucode","bldn_sec","all"
"580","2012",2739,"laucode","bldn_sec","all"
"580","2013",2703,"laucode","bldn_sec","all"
"580","2014",2700,"laucode","bldn_sec","all"
"580","2015",2713,"laucode","bldn_sec","all"
"580","2016",2788,"laucode","bldn_sec","all"
"580","2017",2704,"laucode","bldn_sec","all"
"580","2018",2877,"laucode","bldn_sec","all"
"580","2019",2810,"laucode","bldn_sec","all"
"580","2020",2784,"laucode","bldn_sec","all"
"580","2021",2784,"laucode","bldn_sec","all"
"580","2022",2729,"laucode","bldn_sec","all"
"580","2023",2705,"laucode","bldn_sec","all"
"580","2024",2712,"laucode","bldn_sec","all"
"581","1998",4352,"laucode","bldn_sec","all"
"581","1999",4288,"laucode","bldn_sec","all"
"581","2000",4265,"laucode","bldn_sec","all"
"581","2001",4121,"laucode","bldn_sec","all"
"581","2002",4098,"laucode","bldn_sec","all"
"581","2003",4163,"laucode","bldn_sec","all"
"581","2004",4114,"laucode","bldn_sec","all"
"581","2005",4096,"laucode","bldn_sec","all"
"581","2006",4133,"laucode","bldn_sec","all"
"581","2007",4138,"laucode","bldn_sec","all"
"581","2008",3951,"laucode","bldn_sec","all"
"581","2009",3950,"laucode","bldn_sec","all"
"581","2010",3927,"laucode","bldn_sec","all"
"581","2011",3912,"laucode","bldn_sec","all"
"581","2012",3888,"laucode","bldn_sec","all"
"581","2013",3848,"laucode","bldn_sec","all"
"581","2014",3843,"laucode","bldn_sec","all"
"581","2015",3992,"laucode","bldn_sec","all"
"581","2016",3965,"laucode","bldn_sec","all"
"581","2017",3885,"laucode","bldn_sec","all"
"581","2018",4232,"laucode","bldn_sec","all"
"581","2019",4166,"laucode","bldn_sec","all"
"581","2020",4134,"laucode","bldn_sec","all"
"581","2021",4236,"laucode","bldn_sec","all"
"581","2022",4227,"laucode","bldn_sec","all"
"581","2023",4230,"laucode","bldn_sec","all"
"581","2024",4319,"laucode","bldn_sec","all"
"582","1998",2156,"laucode","bldn_sec","all"
"582","1999",2152,"laucode","bldn_sec","all"
"582","2000",2160,"laucode","bldn_sec","all"
"582","2001",2143,"laucode","bldn_sec","all"
"582","2002",2134,"laucode","bldn_sec","all"
"582","2003",2175,"laucode","bldn_sec","all"
"582","2004",2151,"laucode","bldn_sec","all"
"582","2005",2178,"laucode","bldn_sec","all"
"582","2006",2212,"laucode","bldn_sec","all"
"582","2007",2214,"laucode","bldn_sec","all"
"582","2008",2219,"laucode","bldn_sec","all"
"582","2009",2261,"laucode","bldn_sec","all"
"582","2010",2236,"laucode","bldn_sec","all"
"582","2011",2244,"laucode","bldn_sec","all"
"582","2012",2276,"laucode","bldn_sec","all"
"582","2013",2274,"laucode","bldn_sec","all"
"582","2014",2274,"laucode","bldn_sec","all"
"582","2015",2297,"laucode","bldn_sec","all"
"582","2016",2322,"laucode","bldn_sec","all"
"582","2017",2343,"laucode","bldn_sec","all"
"582","2018",2393,"laucode","bldn_sec","all"
"582","2019",2389,"laucode","bldn_sec","all"
"582","2020",2399,"laucode","bldn_sec","all"
"582","2021",2396,"laucode","bldn_sec","all"
"582","2022",2383,"laucode","bldn_sec","all"
"582","2023",2426,"laucode","bldn_sec","all"
"582","2024",2446,"laucode","bldn_sec","all"
"583","1998",2054,"laucode","bldn_sec","all"
"583","1999",2059,"laucode","bldn_sec","all"
"583","2000",2040,"laucode","bldn_sec","all"
"583","2001",2025,"laucode","bldn_sec","all"
"583","2002",2040,"laucode","bldn_sec","all"
"583","2003",2072,"laucode","bldn_sec","all"
"583","2004",2069,"laucode","bldn_sec","all"
"583","2005",2061,"laucode","bldn_sec","all"
"583","2006",2083,"laucode","bldn_sec","all"
"583","2007",2089,"laucode","bldn_sec","all"
"583","2008",2073,"laucode","bldn_sec","all"
"583","2009",2107,"laucode","bldn_sec","all"
"583","2010",2088,"laucode","bldn_sec","all"
"583","2011",2051,"laucode","bldn_sec","all"
"583","2012",2086,"laucode","bldn_sec","all"
"583","2013",2073,"laucode","bldn_sec","all"
"583","2014",2103,"laucode","bldn_sec","all"
"583","2015",2101,"laucode","bldn_sec","all"
"583","2016",2104,"laucode","bldn_sec","all"
"583","2017",2115,"laucode","bldn_sec","all"
"583","2018",2152,"laucode","bldn_sec","all"
"583","2019",2138,"laucode","bldn_sec","all"
"583","2020",2115,"laucode","bldn_sec","all"
"583","2021",2103,"laucode","bldn_sec","all"
"583","2022",2098,"laucode","bldn_sec","all"
"583","2023",2086,"laucode","bldn_sec","all"
"583","2024",2161,"laucode","bldn_sec","all"
"584","1998",457,"laucode","bldn_sec","all"
"584","1999",471,"laucode","bldn_sec","all"
"584","2000",479,"laucode","bldn_sec","all"
"584","2001",456,"laucode","bldn_sec","all"
"584","2002",454,"laucode","bldn_sec","all"
"584","2003",491,"laucode","bldn_sec","all"
"584","2004",498,"laucode","bldn_sec","all"
"584","2005",493,"laucode","bldn_sec","all"
"584","2006",502,"laucode","bldn_sec","all"
"584","2007",488,"laucode","bldn_sec","all"
"584","2008",488,"laucode","bldn_sec","all"
"584","2009",501,"laucode","bldn_sec","all"
"584","2010",505,"laucode","bldn_sec","all"
"584","2011",507,"laucode","bldn_sec","all"
"584","2012",521,"laucode","bldn_sec","all"
"584","2013",520,"laucode","bldn_sec","all"
"584","2014",524,"laucode","bldn_sec","all"
"584","2015",525,"laucode","bldn_sec","all"
"584","2016",529,"laucode","bldn_sec","all"
"584","2017",544,"laucode","bldn_sec","all"
"584","2018",567,"laucode","bldn_sec","all"
