"laucode","year","value","type.of.building"
"1281",1994,2070,"all"
"1281",1995,2074,"all"
"1281",1996,2081,"all"
"1281",1997,2107,"all"
"1281",1998,2147,"all"
"1281",1999,2197,"all"
"1281",2000,2248,"all"
"1281",2001,2292,"all"
"1281",2002,2335,"all"
"1281",2003,2394,"all"
"1281",2004,2470,"all"
"1281",2005,2634,"all"
"1281",2006,2824,"all"
"1281",2007,3004,"all"
"1281",2008,3084,"all"
"1281",2009,3187,"all"
"1281",2010,3344,"all"
"1281",2011,3415,"all"
"1281",2012,3452,"all"
"1281",2013,3555,"all"
"1281",2014,3625,"all"
"1281",2015,3825,"all"
"1281",2016,4086,"all"
"1281",2017,4337,"all"
"1281",2018,4517,"all"
"1281",2019,4543,"all"
"1281",2020,4696,"all"
"1281",2021,5000,"all"
"1281",2022,5116,"all"
"1281",2023,4769,"all"
"1281",2024,4927,"all"
"1282",1990,1191,"all"
"1282",1991,1216,"all"
"1282",1992,1195,"all"
"1282",1993,1171,"all"
"1282",1994,1179,"all"
"1282",1995,1181,"all"
"1282",1996,1185,"all"
"1282",1997,1200,"all"
"1282",1998,1223,"all"
"1282",1999,1251,"all"
"1282",2000,1280,"all"
"1282",2001,1305,"all"
"1282",2002,1330,"all"
"1282",2003,1362,"all"
"1282",2004,1407,"all"
"1282",2005,1506,"all"
"1282",2006,1621,"all"
"1282",2007,1729,"all"
"1282",2008,1782,"all"
"1282",2009,1847,"all"
"1282",2010,1944,"all"
"1282",2011,1990,"all"
"1282",2012,2017,"all"
"1282",2013,2082,"all"
"1282",2014,2158,"all"
"1282",2015,2259,"all"
"1282",2016,2392,"all"
"1282",2017,2524,"all"
"1282",2018,2609,"all"
"1282",2019,2566,"all"
"1282",2020,2661,"all"
"1282",2021,2842,"all"
"1282",2022,2973,"all"
"1282",2023,2814,"all"
"1282",2024,2915,"all"
"1283",1990,1279,"all"
"1283",1991,1306,"all"
"1283",1992,1284,"all"
"1283",1993,1257,"all"
"1283",1994,1266,"all"
"1283",1995,1269,"all"
"1283",1996,1273,"all"
"1283",1997,1288,"all"
"1283",1998,1313,"all"
"1283",1999,1344,"all"
"1283",2000,1375,"all"
"1283",2001,1402,"all"
"1283",2002,1428,"all"
"1283",2003,1464,"all"
"1283",2004,1510,"all"
"1283",2005,1624,"all"
"1283",2006,1753,"all"
"1283",2007,1876,"all"
"1283",2008,1939,"all"
"1283",2009,2015,"all"
"1283",2010,2124,"all"
"1283",2011,2180,"all"
"1283",2012,2217,"all"
"1283",2013,2293,"all"
"1283",2014,2411,"all"
"1283",2015,2507,"all"
"1283",2016,2642,"all"
"1283",2017,2771,"all"
"1283",2018,2853,"all"
"1283",2019,2755,"all"
"1283",2020,2846,"all"
"1283",2021,3033,"all"
"1283",2022,3095,"all"
"1283",2023,2896,"all"
"1283",2024,3018,"all"
"1284",1990,1105,"all"
"1284",1991,1128,"all"
"1284",1992,1109,"all"
"1284",1993,1086,"all"
"1284",1994,1093,"all"
"1284",1995,1095,"all"
"1284",1996,1099,"all"
"1284",1997,1112,"all"
"1284",1998,1134,"all"
"1284",1999,1160,"all"
"1284",2000,1187,"all"
"1284",2001,1210,"all"
"1284",2002,1233,"all"
"1284",2003,1264,"all"
"1284",2004,1304,"all"
"1284",2005,1407,"all"
"1284",2006,1525,"all"
"1284",2007,1636,"all"
"1284",2008,1695,"all"
"1284",2009,1766,"all"
"1284",2010,1866,"all"
"1284",2011,1920,"all"
"1284",2012,1956,"all"
"1284",2013,2027,"all"
"1284",2014,2157,"all"
"1284",2015,2234,"all"
"1284",2016,2345,"all"
"1284",2017,2453,"all"
"1284",2018,2508,"all"
"1284",2019,2383,"all"
"1284",2020,2501,"all"
"1284",2021,2701,"all"
"1284",2022,2796,"all"
"1284",2023,2727,"all"
"1284",2024,2817,"all"
"1285",1990,899,"all"
"1285",1991,918,"all"
"1285",1992,903,"all"
"1285",1993,884,"all"
"1285",1994,890,"all"
"1285",1995,892,"all"
"1285",1996,894,"all"
"1285",1997,906,"all"
"1285",1998,923,"all"
"1285",1999,945,"all"
"1285",2000,967,"all"
"1285",2001,985,"all"
"1285",2002,1004,"all"
"1285",2003,1029,"all"
"1285",2004,1062,"all"
"1285",2005,1133,"all"
"1285",2006,1214,"all"
"1285",2007,1291,"all"
"1285",2008,1327,"all"
"1285",2009,1371,"all"
"1285",2010,1438,"all"
"1285",2011,1468,"all"
"1285",2012,1484,"all"
"1285",2013,1529,"all"
"1285",2014,1559,"all"
"1285",2015,1649,"all"
"1285",2016,1765,"all"
"1285",2017,1876,"all"
"1285",2018,1956,"all"
"1285",2019,1981,"all"
"1285",2020,2043,"all"
"1285",2021,2170,"all"
"1285",2022,2212,"all"
"1285",2023,2045,"all"
"1285",2024,2115,"all"
"1286",1990,1133,"all"
"1286",1991,1156,"all"
"1286",1992,1137,"all"
"1286",1993,1113,"all"
"1286",1994,1121,"all"
"1286",1995,1123,"all"
"1286",1996,1127,"all"
"1286",1997,1141,"all"
"1286",1998,1162,"all"
"1286",1999,1191,"all"
"1286",2000,1218,"all"
"1286",2001,1242,"all"
"1286",2002,1265,"all"
"1286",2003,1296,"all"
"1286",2004,1338,"all"
"1286",2005,1437,"all"
"1286",2006,1549,"all"
"1286",2007,1656,"all"
"1286",2008,1710,"all"
"1286",2009,1774,"all"
"1286",2010,1869,"all"
"1286",2011,1917,"all"
"1286",2012,1947,"all"
"1286",2013,2012,"all"
"1286",2014,2117,"all"
"1286",2015,2188,"all"
"1286",2016,2298,"all"
"1286",2017,2405,"all"
"1286",2018,2472,"all"
"1286",2019,2360,"all"
"1286",2020,2482,"all"
"1286",2021,2690,"all"
"1286",2022,2793,"all"
"1286",2023,2731,"all"
"1286",2024,2834,"all"
"1287",1990,987,"all"
"1287",1991,1008,"all"
"1287",1992,991,"all"
"1287",1993,970,"all"
"1287",1994,977,"all"
"1287",1995,978,"all"
"1287",1996,982,"all"
"1287",1997,995,"all"
"1287",1998,1013,"all"
"1287",1999,1037,"all"
"1287",2000,1061,"all"
"1287",2001,1082,"all"
"1287",2002,1102,"all"
"1287",2003,1129,"all"
"1287",2004,1166,"all"
"1287",2005,1243,"all"
"1287",2006,1332,"all"
"1287",2007,1416,"all"
"1287",2008,1454,"all"
"1287",2009,1503,"all"
"1287",2010,1576,"all"
"1287",2011,1609,"all"
"1287",2012,1626,"all"
"1287",2013,1675,"all"
"1287",2014,1709,"all"
"1287",2015,1793,"all"
"1287",2016,1901,"all"
"1287",2017,2007,"all"
"1287",2018,2078,"all"
"1287",2019,2052,"all"
"1287",2020,2146,"all"
"1287",2021,2309,"all"
"1287",2022,2368,"all"
"1287",2023,2289,"all"
"1287",2024,2365,"all"
"1290",1990,756,"all"
"1290",1991,771,"all"
"1290",1992,758,"all"
"1290",1993,742,"all"
"1290",1994,747,"all"
"1290",1995,749,"all"
"1290",1996,751,"all"
"1290",1997,761,"all"
"1290",1998,775,"all"
"1290",1999,793,"all"
"1290",2000,811,"all"
"1290",2001,828,"all"
"1290",2002,843,"all"
"1290",2003,864,"all"
"1290",2004,892,"all"
"1290",2005,952,"all"
"1290",2006,1022,"all"
"1290",2007,1087,"all"
"1290",2008,1117,"all"
"1290",2009,1155,"all"
"1290",2010,1212,"all"
"1290",2011,1238,"all"
"1290",2012,1253,"all"
"1290",2013,1291,"all"
"1290",2014,1321,"all"
"1290",2015,1396,"all"
"1290",2016,1490,"all"
"1290",2017,1584,"all"
"1290",2018,1651,"all"
"1290",2019,1658,"all"
"1290",2020,1727,"all"
"1290",2021,1848,"all"
"1290",2022,1902,"all"
"1290",2023,1803,"all"
"1290",2024,1901,"all"
"1291",1990,944,"all"
"1291",1991,964,"all"
"1291",1992,947,"all"
"1291",1993,928,"all"
"1291",1994,934,"all"
"1291",1995,936,"all"
"1291",1996,939,"all"
"1291",1997,951,"all"
"1291",1998,969,"all"
"1291",1999,991,"all"
"1291",2000,1015,"all"
"1291",2001,1035,"all"
"1291",2002,1054,"all"
"1291",2003,1080,"all"
"1291",2004,1115,"all"
"1291",2005,1193,"all"
"1291",2006,1282,"all"
"1291",2007,1365,"all"
"1291",2008,1406,"all"
"1291",2009,1456,"all"
"1291",2010,1530,"all"
"1291",2011,1565,"all"
"1291",2012,1585,"all"
"1291",2013,1635,"all"
"1291",2014,1689,"all"
"1291",2015,1760,"all"
"1291",2016,1855,"all"
"1291",2017,1950,"all"
"1291",2018,2017,"all"
"1291",2019,1960,"all"
"1291",2020,2088,"all"
"1291",2021,2285,"all"
"1291",2022,2392,"all"
"1291",2023,2411,"all"
"1291",2024,2474,"all"
"1292",1990,1058,"all"
"1292",1991,1079,"all"
"1292",1992,1062,"all"
"1292",1993,1039,"all"
"1292",1994,1047,"all"
"1292",1995,1049,"all"
"1292",1996,1052,"all"
"1292",1997,1065,"all"
"1292",1998,1085,"all"
"1292",1999,1111,"all"
"1292",2000,1136,"all"
"1292",2001,1159,"all"
"1292",2002,1180,"all"
"1292",2003,1210,"all"
"1292",2004,1249,"all"
"1292",2005,1346,"all"
"1292",2006,1457,"all"
"1292",2007,1562,"all"
"1292",2008,1617,"all"
"1292",2009,1684,"all"
"1292",2010,1777,"all"
"1292",2011,1827,"all"
"1292",2012,1860,"all"
"1292",2013,1927,"all"
"1292",2014,2043,"all"
"1292",2015,2134,"all"
"1292",2016,2261,"all"
"1292",2017,2380,"all"
"1292",2018,2468,"all"
"1292",2019,2428,"all"
"1292",2020,2549,"all"
"1292",2021,2762,"all"
"1292",2022,2865,"all"
"1292",2023,2796,"all"
"1292",2024,2833,"all"
"1293",1990,524,"all"
"1293",1991,535,"all"
"1293",1992,526,"all"
"1293",1993,515,"all"
"1293",1994,519,"all"
"1293",1995,520,"all"
"1293",1996,522,"all"
"1293",1997,528,"all"
"1293",1998,538,"all"
"1293",1999,551,"all"
"1293",2000,563,"all"
"1293",2001,574,"all"
"1293",2002,585,"all"
"1293",2003,600,"all"
"1293",2004,619,"all"
"1293",2005,661,"all"
"1293",2006,710,"all"
"1293",2007,757,"all"
"1293",2008,779,"all"
"1293",2009,806,"all"
"1293",2010,847,"all"
"1293",2011,866,"all"
"1293",2012,877,"all"
"1293",2013,904,"all"
"1293",2014,932,"all"
"1293",2015,984,"all"
"1293",2016,1053,"all"
"1293",2017,1119,"all"
"1293",2018,1166,"all"
"1293",2019,1177,"all"
"1293",2020,1214,"all"
"1293",2021,1292,"all"
"1293",2022,1323,"all"
"1293",2023,1233,"all"
"1293",2024,1275,"all"
"1315",1990,396,"all"
"1315",1991,404,"all"
"1315",1992,395,"all"
"1315",1993,387,"all"
"1315",1994,390,"all"
"1315",1995,390,"all"
"1315",1996,391,"all"
"1315",1997,395,"all"
"1315",1998,403,"all"
"1315",1999,409,"all"
"1315",2000,418,"all"
"1315",2001,426,"all"
"1315",2002,431,"all"
"1315",2003,441,"all"
"1315",2004,460,"all"
"1315",2005,487,"all"
"1315",2006,512,"all"
"1315",2007,538,"all"
"1315",2008,555,"all"
"1315",2009,568,"all"
"1315",2010,593,"all"
"1315",2011,606,"all"
"1315",2012,611,"all"
"1315",2013,630,"all"
"1315",2014,610,"all"
"1315",2015,645,"all"
"1315",2016,679,"all"
"1315",2017,718,"all"
"1315",2018,739,"all"
"1315",2019,743,"all"
"1315",2020,780,"all"
"1315",2021,840,"all"
"1315",2022,871,"all"
"1315",2023,849,"all"
"1315",2024,920,"all"
"136",1990,1693,"all"
"136",1991,1703,"all"
"136",1992,1653,"all"
"136",1993,1612,"all"
"136",1994,1634,"all"
"136",1995,1640,"all"
"136",1996,1640,"all"
"136",1997,1671,"all"
"136",1998,1715,"all"
"136",1999,1762,"all"
"136",2000,1841,"all"
"136",2001,1888,"all"
"136",2002,1919,"all"
"136",2003,1932,"all"
"136",2004,1972,"all"
"136",2005,2095,"all"
"136",2006,2257,"all"
"136",2007,2443,"all"
"136",2008,2543,"all"
"136",2009,2628,"all"
"136",2010,2792,"all"
"136",2011,2886,"all"
"136",2012,2964,"all"
"136",2013,3083,"all"
"136",2014,3134,"all"
"136",2015,3311,"all"
"136",2016,3452,"all"
"136",2017,3570,"all"
"136",2018,3555,"all"
"136",2019,3494,"all"
"136",2020,3590,"all"
"136",2021,3831,"all"
"136",2022,3905,"all"
"136",2023,3659,"all"
"136",2024,3711,"all"
"138",1990,1929,"all"
"138",1991,1939,"all"
"138",1992,1882,"all"
"138",1993,1836,"all"
"138",1994,1860,"all"
"138",1995,1868,"all"
"138",1996,1868,"all"
"138",1997,1903,"all"
"138",1998,1953,"all"
"138",1999,2007,"all"
"138",2000,2096,"all"
"138",2001,2149,"all"
"138",2002,2185,"all"
"138",2003,2199,"all"
"138",2004,2245,"all"
"138",2005,2399,"all"
"138",2006,2600,"all"
"138",2007,2825,"all"
"138",2008,2954,"all"
"138",2009,3065,"all"
"138",2010,3266,"all"
"138",2011,3388,"all"
"138",2012,3492,"all"
"138",2013,3643,"all"
"138",2014,3787,"all"
"138",2015,3981,"all"
"138",2016,4135,"all"
"138",2017,4267,"all"
"138",2018,4230,"all"
"138",2019,4101,"all"
"138",2020,4265,"all"
"138",2021,4597,"all"
"138",2022,4733,"all"
"138",2023,4582,"all"
"138",2024,4509,"all"
"1380",1990,1095,"all"
"1380",1991,1117,"all"
"1380",1992,1093,"all"
"1380",1993,1073,"all"
"1380",1994,1079,"all"
"1380",1995,1081,"all"
"1380",1996,1083,"all"
"1380",1997,1093,"all"
"1380",1998,1116,"all"
"1380",1999,1132,"all"
"1380",2000,1156,"all"
"1380",2001,1178,"all"
"1380",2002,1193,"all"
"1380",2003,1222,"all"
"1380",2004,1275,"all"
"1380",2005,1373,"all"
"1380",2006,1468,"all"
"1380",2007,1564,"all"
"1380",2008,1637,"all"
"1380",2009,1698,"all"
"1380",2010,1793,"all"
"1380",2011,1852,"all"
"1380",2012,1891,"all"
"1380",2013,1967,"all"
"1380",2014,2038,"all"
"1380",2015,2145,"all"
"1380",2016,2253,"all"
"1380",2017,2367,"all"
"1380",2018,2481,"all"
"1380",2019,2464,"all"
"1380",2020,2568,"all"
"1380",2021,2740,"all"
"1380",2022,2819,"all"
"1380",2023,2680,"all"
"1380",2024,2716,"all"
"1381",1990,785,"all"
"1381",1991,801,"all"
"1381",1992,784,"all"
"1381",1993,770,"all"
"1381",1994,774,"all"
"1381",1995,775,"all"
"1381",1996,777,"all"
"1381",1997,784,"all"
"1381",1998,800,"all"
"1381",1999,811,"all"
"1381",2000,829,"all"
"1381",2001,845,"all"
"1381",2002,855,"all"
"1381",2003,875,"all"
"1381",2004,913,"all"
"1381",2005,985,"all"
"1381",2006,1055,"all"
"1381",2007,1127,"all"
"1381",2008,1179,"all"
"1381",2009,1225,"all"
"1381",2010,1293,"all"
"1381",2011,1338,"all"
"1381",2012,1367,"all"
"1381",2013,1423,"all"
"1381",2014,1481,"all"
"1381",2015,1564,"all"
"1381",2016,1637,"all"
"1381",2017,1720,"all"
"1381",2018,1759,"all"
"1381",2019,1744,"all"
"1381",2020,1795,"all"
"1381",2021,1898,"all"
"1381",2022,1932,"all"
"1381",2023,1765,"all"
"1381",2024,1935,"all"
"1382",1990,865,"all"
"1382",1991,883,"all"
"1382",1992,864,"all"
"1382",1993,848,"all"
"1382",1994,852,"all"
"1382",1995,855,"all"
"1382",1996,856,"all"
"1382",1997,864,"all"
"1382",1998,882,"all"
"1382",1999,895,"all"
"1382",2000,914,"all"
"1382",2001,931,"all"
"1382",2002,943,"all"
"1382",2003,965,"all"
"1382",2004,1007,"all"
"1382",2005,1091,"all"
"1382",2006,1175,"all"
"1382",2007,1257,"all"
"1382",2008,1321,"all"
"1382",2009,1375,"all"
"1382",2010,1457,"all"
"1382",2011,1511,"all"
"1382",2012,1548,"all"
"1382",2013,1615,"all"
"1382",2014,1708,"all"
"1382",2015,1817,"all"
"1382",2016,1924,"all"
"1382",2017,2038,"all"
"1382",2018,2098,"all"
"1382",2019,2142,"all"
"1382",2020,2245,"all"
"1382",2021,2409,"all"
"1382",2022,2492,"all"
"1382",2023,2419,"all"
"1382",2024,2582,"all"
"1383",1990,1250,"all"
"1383",1991,1275,"all"
"1383",1992,1248,"all"
"1383",1993,1224,"all"
"1383",1994,1231,"all"
"1383",1995,1233,"all"
"1383",1996,1235,"all"
"1383",1997,1248,"all"
"1383",1998,1273,"all"
"1383",1999,1291,"all"
"1383",2000,1319,"all"
"1383",2001,1345,"all"
"1383",2002,1361,"all"
"1383",2003,1394,"all"
"1383",2004,1454,"all"
"1383",2005,1573,"all"
"1383",2006,1689,"all"
"1383",2007,1805,"all"
"1383",2008,1894,"all"
"1383",2009,1971,"all"
"1383",2010,2085,"all"
"1383",2011,2160,"all"
"1383",2012,2211,"all"
"1383",2013,2304,"all"
"1383",2014,2420,"all"
"1383",2015,2569,"all"
"1383",2016,2705,"all"
"1383",2017,2852,"all"
"1383",2018,2934,"all"
"1383",2019,2958,"all"
"1383",2020,3095,"all"
"1383",2021,3315,"all"
"1383",2022,3421,"all"
"1383",2023,3291,"all"
"1383",2024,3370,"all"
"1384",1990,1788,"all"
"1384",1991,1825,"all"
"1384",1992,1785,"all"
"1384",1993,1752,"all"
"1384",1994,1761,"all"
"1384",1995,1765,"all"
"1384",1996,1768,"all"
"1384",1997,1785,"all"
"1384",1998,1822,"all"
"1384",1999,1848,"all"
"1384",2000,1888,"all"
"1384",2001,1924,"all"
"1384",2002,1948,"all"
"1384",2003,1994,"all"
"1384",2004,2080,"all"
"1384",2005,2238,"all"
"1384",2006,2392,"all"
"1384",2007,2547,"all"
"1384",2008,2662,"all"
"1384",2009,2760,"all"
"1384",2010,2910,"all"
"1384",2011,3006,"all"
"1384",2012,3066,"all"
"1384",2013,3188,"all"
"1384",2014,3288,"all"
"1384",2015,3455,"all"
"1384",2016,3608,"all"
"1384",2017,3786,"all"
"1384",2018,3869,"all"
"1384",2019,3823,"all"
"1384",2020,3976,"all"
"1384",2021,4233,"all"
"1384",2022,4349,"all"
"1384",2023,4127,"all"
"1384",2024,4267,"all"
"139",1990,1534,"all"
"139",1991,1543,"all"
"139",1992,1497,"all"
"139",1993,1460,"all"
"139",1994,1481,"all"
"139",1995,1486,"all"
"139",1996,1486,"all"
"139",1997,1515,"all"
"139",1998,1554,"all"
"139",1999,1597,"all"
"139",2000,1668,"all"
"139",2001,1711,"all"
"139",2002,1739,"all"
"139",2003,1750,"all"
"139",2004,1787,"all"
"139",2005,1898,"all"
"139",2006,2046,"all"
"139",2007,2213,"all"
"139",2008,2304,"all"
"139",2009,2380,"all"
"139",2010,2528,"all"
"139",2011,2614,"all"
"139",2012,2685,"all"
"139",2013,2793,"all"
"139",2014,2851,"all"
"139",2015,3048,"all"
"139",2016,3192,"all"
"139",2017,3330,"all"
"139",2018,3344,"all"
"139",2019,3374,"all"
"139",2020,3446,"all"
"139",2021,3648,"all"
"139",2022,3698,"all"
"139",2023,3401,"all"
"139",2024,3289,"all"
"140",1990,1722,"all"
"140",1991,1731,"all"
"140",1992,1679,"all"
"140",1993,1638,"all"
"140",1994,1660,"all"
"140",1995,1667,"all"
"140",1996,1667,"all"
"140",1997,1699,"all"
"140",1998,1743,"all"
"140",1999,1791,"all"
"140",2000,1871,"all"
"140",2001,1918,"all"
"140",2002,1951,"all"
"140",2003,1963,"all"
"140",2004,2004,"all"
"140",2005,2099,"all"
"140",2006,2235,"all"
"140",2007,2392,"all"
"140",2008,2465,"all"
"140",2009,2521,"all"
"140",2010,2657,"all"
"140",2011,2723,"all"
"140",2012,2773,"all"
"140",2013,2863,"all"
"140",2014,2767,"all"
"140",2015,2963,"all"
"140",2016,3143,"all"
"140",2017,3294,"all"
"140",2018,3341,"all"
"140",2019,3440,"all"
"140",2020,3483,"all"
"140",2021,3685,"all"
"140",2022,3716,"all"
"140",2023,3365,"all"
"140",2024,3621,"all"
"1401",1990,1671,"all"
"1401",1991,1691,"all"
"1401",1992,1651,"all"
"1401",1993,1614,"all"
