"year","level","nuts","type.of.building","value","measure"
2022,"laucode","1488","all",2555,"price_m2"
2023,"laucode","1488","all",2317,"price_m2"
2024,"laucode","1488","all",2362,"price_m2"
2013,"laucode","1488","flat",1823,"price_m2"
2014,"laucode","1488","flat",1895,"price_m2"
2015,"laucode","1488","flat",2024,"price_m2"
2016,"laucode","1488","flat",2149,"price_m2"
2017,"laucode","1488","flat",2300,"price_m2"
2018,"laucode","1488","flat",2385,"price_m2"
2019,"laucode","1488","flat",2458,"price_m2"
2020,"laucode","1488","flat",2477,"price_m2"
2021,"laucode","1488","flat",2571,"price_m2"
2022,"laucode","1488","flat",2594,"price_m2"
2023,"laucode","1488","flat",2352,"price_m2"
2024,"laucode","1488","flat",2398,"price_m2"
2013,"laucode","1488","house",1728,"price_m2"
2014,"laucode","1488","house",1796,"price_m2"
2015,"laucode","1488","house",1919,"price_m2"
2016,"laucode","1488","house",2037,"price_m2"
2017,"laucode","1488","house",2180,"price_m2"
2018,"laucode","1488","house",2261,"price_m2"
2019,"laucode","1488","house",2330,"price_m2"
2020,"laucode","1488","house",2348,"price_m2"
2021,"laucode","1488","house",2437,"price_m2"
2022,"laucode","1488","house",2459,"price_m2"
2023,"laucode","1488","house",2230,"price_m2"
2024,"laucode","1488","house",2273,"price_m2"
2013,"laucode","1489","all",2702,"price_m2"
2014,"laucode","1489","all",2815,"price_m2"
2015,"laucode","1489","all",2978,"price_m2"
2016,"laucode","1489","all",3122,"price_m2"
2017,"laucode","1489","all",3294,"price_m2"
2018,"laucode","1489","all",3391,"price_m2"
2019,"laucode","1489","all",3394,"price_m2"
2020,"laucode","1489","all",3500,"price_m2"
2021,"laucode","1489","all",3703,"price_m2"
2022,"laucode","1489","all",3809,"price_m2"
2023,"laucode","1489","all",3679,"price_m2"
2024,"laucode","1489","all",3690,"price_m2"
2013,"laucode","1489","flat",2936,"price_m2"
2014,"laucode","1489","flat",3059,"price_m2"
2015,"laucode","1489","flat",3236,"price_m2"
2016,"laucode","1489","flat",3392,"price_m2"
2017,"laucode","1489","flat",3580,"price_m2"
2018,"laucode","1489","flat",3685,"price_m2"
2019,"laucode","1489","flat",3688,"price_m2"
2020,"laucode","1489","flat",3803,"price_m2"
2021,"laucode","1489","flat",4024,"price_m2"
2022,"laucode","1489","flat",4139,"price_m2"
2023,"laucode","1489","flat",3998,"price_m2"
2024,"laucode","1489","flat",4010,"price_m2"
2013,"laucode","1489","house",2143,"price_m2"
2014,"laucode","1489","house",2233,"price_m2"
2015,"laucode","1489","house",2362,"price_m2"
2016,"laucode","1489","house",2476,"price_m2"
2017,"laucode","1489","house",2613,"price_m2"
2018,"laucode","1489","house",2690,"price_m2"
2019,"laucode","1489","house",2692,"price_m2"
2020,"laucode","1489","house",2776,"price_m2"
2021,"laucode","1489","house",2937,"price_m2"
2022,"laucode","1489","house",3021,"price_m2"
2023,"laucode","1489","house",2918,"price_m2"
2024,"laucode","1489","house",2927,"price_m2"
2013,"laucode","1490","all",1674,"price_m2"
2014,"laucode","1490","all",1747,"price_m2"
2015,"laucode","1490","all",1868,"price_m2"
2016,"laucode","1490","all",1969,"price_m2"
2017,"laucode","1490","all",2098,"price_m2"
2018,"laucode","1490","all",2165,"price_m2"
2019,"laucode","1490","all",2201,"price_m2"
2020,"laucode","1490","all",2252,"price_m2"
2021,"laucode","1490","all",2364,"price_m2"
2022,"laucode","1490","all",2409,"price_m2"
2023,"laucode","1490","all",2266,"price_m2"
2024,"laucode","1490","all",2318,"price_m2"
2013,"laucode","1490","flat",1658,"price_m2"
2014,"laucode","1490","flat",1732,"price_m2"
2015,"laucode","1490","flat",1851,"price_m2"
2016,"laucode","1490","flat",1951,"price_m2"
2017,"laucode","1490","flat",2079,"price_m2"
2018,"laucode","1490","flat",2145,"price_m2"
2019,"laucode","1490","flat",2181,"price_m2"
2020,"laucode","1490","flat",2232,"price_m2"
2021,"laucode","1490","flat",2342,"price_m2"
2022,"laucode","1490","flat",2387,"price_m2"
2023,"laucode","1490","flat",2246,"price_m2"
2024,"laucode","1490","flat",2297,"price_m2"
2013,"laucode","1490","house",1700,"price_m2"
2014,"laucode","1490","house",1775,"price_m2"
2015,"laucode","1490","house",1897,"price_m2"
2016,"laucode","1490","house",2000,"price_m2"
2017,"laucode","1490","house",2131,"price_m2"
2018,"laucode","1490","house",2199,"price_m2"
2019,"laucode","1490","house",2236,"price_m2"
2020,"laucode","1490","house",2288,"price_m2"
2021,"laucode","1490","house",2401,"price_m2"
2022,"laucode","1490","house",2447,"price_m2"
2023,"laucode","1490","house",2302,"price_m2"
2024,"laucode","1490","house",2355,"price_m2"
2013,"laucode","1491","all",1031,"price_m2"
2014,"laucode","1491","all",1063,"price_m2"
2015,"laucode","1491","all",1151,"price_m2"
2016,"laucode","1491","all",1228,"price_m2"
2017,"laucode","1491","all",1320,"price_m2"
2018,"laucode","1491","all",1378,"price_m2"
2019,"laucode","1491","all",1451,"price_m2"
2020,"laucode","1491","all",1497,"price_m2"
2021,"laucode","1491","all",1579,"price_m2"
2022,"laucode","1491","all",1621,"price_m2"
2023,"laucode","1491","all",1557,"price_m2"
2024,"laucode","1491","all",1751,"price_m2"
2013,"laucode","1491","flat",1055,"price_m2"
2014,"laucode","1491","flat",1088,"price_m2"
2015,"laucode","1491","flat",1178,"price_m2"
2016,"laucode","1491","flat",1257,"price_m2"
2017,"laucode","1491","flat",1351,"price_m2"
2018,"laucode","1491","flat",1410,"price_m2"
2019,"laucode","1491","flat",1486,"price_m2"
2020,"laucode","1491","flat",1532,"price_m2"
2021,"laucode","1491","flat",1616,"price_m2"
2022,"laucode","1491","flat",1659,"price_m2"
2023,"laucode","1491","flat",1594,"price_m2"
2024,"laucode","1491","flat",1792,"price_m2"
2013,"laucode","1491","house",996,"price_m2"
2014,"laucode","1491","house",1027,"price_m2"
2015,"laucode","1491","house",1112,"price_m2"
2016,"laucode","1491","house",1186,"price_m2"
2017,"laucode","1491","house",1275,"price_m2"
2018,"laucode","1491","house",1331,"price_m2"
2019,"laucode","1491","house",1402,"price_m2"
2020,"laucode","1491","house",1446,"price_m2"
2021,"laucode","1491","house",1525,"price_m2"
2022,"laucode","1491","house",1566,"price_m2"
2023,"laucode","1491","house",1504,"price_m2"
2024,"laucode","1491","house",1691,"price_m2"
2013,"laucode","1492","all",698,"price_m2"
2014,"laucode","1492","all",680,"price_m2"
2015,"laucode","1492","all",709,"price_m2"
2016,"laucode","1492","all",733,"price_m2"
2017,"laucode","1492","all",768,"price_m2"
2018,"laucode","1492","all",780,"price_m2"
2019,"laucode","1492","all",748,"price_m2"
2020,"laucode","1492","all",778,"price_m2"
2021,"laucode","1492","all",827,"price_m2"
2022,"laucode","1492","all",854,"price_m2"
2023,"laucode","1492","all",837,"price_m2"
2024,"laucode","1492","all",865,"price_m2"
2013,"laucode","1492","flat",352,"price_m2"
2014,"laucode","1492","flat",343,"price_m2"
2015,"laucode","1492","flat",358,"price_m2"
2016,"laucode","1492","flat",370,"price_m2"
2017,"laucode","1492","flat",388,"price_m2"
2018,"laucode","1492","flat",394,"price_m2"
2019,"laucode","1492","flat",378,"price_m2"
2020,"laucode","1492","flat",393,"price_m2"
2021,"laucode","1492","flat",418,"price_m2"
2022,"laucode","1492","flat",431,"price_m2"
2023,"laucode","1492","flat",423,"price_m2"
2024,"laucode","1492","flat",437,"price_m2"
2013,"laucode","1492","house",831,"price_m2"
2014,"laucode","1492","house",810,"price_m2"
2015,"laucode","1492","house",844,"price_m2"
2016,"laucode","1492","house",873,"price_m2"
2017,"laucode","1492","house",914,"price_m2"
2018,"laucode","1492","house",929,"price_m2"
2019,"laucode","1492","house",891,"price_m2"
2020,"laucode","1492","house",926,"price_m2"
2021,"laucode","1492","house",985,"price_m2"
2022,"laucode","1492","house",1017,"price_m2"
2023,"laucode","1492","house",997,"price_m2"
2024,"laucode","1492","house",1030,"price_m2"
2013,"laucode","1493","all",931,"price_m2"
2014,"laucode","1493","all",937,"price_m2"
2015,"laucode","1493","all",997,"price_m2"
2016,"laucode","1493","all",1048,"price_m2"
2017,"laucode","1493","all",1115,"price_m2"
2018,"laucode","1493","all",1149,"price_m2"
2019,"laucode","1493","all",1158,"price_m2"
2020,"laucode","1493","all",1196,"price_m2"
2021,"laucode","1493","all",1270,"price_m2"
2022,"laucode","1493","all",1306,"price_m2"
2023,"laucode","1493","all",1269,"price_m2"
2024,"laucode","1493","all",1467,"price_m2"
2013,"laucode","1493","flat",693,"price_m2"
2014,"laucode","1493","flat",698,"price_m2"
2015,"laucode","1493","flat",742,"price_m2"
2016,"laucode","1493","flat",780,"price_m2"
2017,"laucode","1493","flat",830,"price_m2"
2018,"laucode","1493","flat",855,"price_m2"
2019,"laucode","1493","flat",862,"price_m2"
2020,"laucode","1493","flat",890,"price_m2"
2021,"laucode","1493","flat",945,"price_m2"
2022,"laucode","1493","flat",972,"price_m2"
2023,"laucode","1493","flat",945,"price_m2"
2024,"laucode","1493","flat",1092,"price_m2"
2013,"laucode","1493","house",1136,"price_m2"
2014,"laucode","1493","house",1144,"price_m2"
2015,"laucode","1493","house",1217,"price_m2"
2016,"laucode","1493","house",1279,"price_m2"
2017,"laucode","1493","house",1361,"price_m2"
2018,"laucode","1493","house",1402,"price_m2"
2019,"laucode","1493","house",1413,"price_m2"
2020,"laucode","1493","house",1460,"price_m2"
2021,"laucode","1493","house",1550,"price_m2"
2022,"laucode","1493","house",1594,"price_m2"
2023,"laucode","1493","house",1549,"price_m2"
2024,"laucode","1493","house",1790,"price_m2"
2013,"laucode","1494","all",1168,"price_m2"
2014,"laucode","1494","all",1193,"price_m2"
2015,"laucode","1494","all",1261,"price_m2"
2016,"laucode","1494","all",1316,"price_m2"
2017,"laucode","1494","all",1388,"price_m2"
2018,"laucode","1494","all",1421,"price_m2"
2019,"laucode","1494","all",1404,"price_m2"
2020,"laucode","1494","all",1445,"price_m2"
2021,"laucode","1494","all",1527,"price_m2"
2022,"laucode","1494","all",1571,"price_m2"
2023,"laucode","1494","all",1509,"price_m2"
2024,"laucode","1494","all",1456,"price_m2"
2013,"laucode","1494","flat",852,"price_m2"
2014,"laucode","1494","flat",870,"price_m2"
2015,"laucode","1494","flat",920,"price_m2"
2016,"laucode","1494","flat",960,"price_m2"
2017,"laucode","1494","flat",1013,"price_m2"
2018,"laucode","1494","flat",1037,"price_m2"
2019,"laucode","1494","flat",1024,"price_m2"
2020,"laucode","1494","flat",1054,"price_m2"
2021,"laucode","1494","flat",1114,"price_m2"
2022,"laucode","1494","flat",1146,"price_m2"
2023,"laucode","1494","flat",1101,"price_m2"
2024,"laucode","1494","flat",1062,"price_m2"
2013,"laucode","1494","house",1557,"price_m2"
2014,"laucode","1494","house",1590,"price_m2"
2015,"laucode","1494","house",1681,"price_m2"
2016,"laucode","1494","house",1754,"price_m2"
2017,"laucode","1494","house",1851,"price_m2"
2018,"laucode","1494","house",1895,"price_m2"
2019,"laucode","1494","house",1872,"price_m2"
2020,"laucode","1494","house",1926,"price_m2"
2021,"laucode","1494","house",2036,"price_m2"
2022,"laucode","1494","house",2094,"price_m2"
2023,"laucode","1494","house",2012,"price_m2"
2024,"laucode","1494","house",1941,"price_m2"
2013,"laucode","1495","all",767,"price_m2"
2014,"laucode","1495","all",784,"price_m2"
2015,"laucode","1495","all",832,"price_m2"
2016,"laucode","1495","all",872,"price_m2"
2017,"laucode","1495","all",924,"price_m2"
2018,"laucode","1495","all",949,"price_m2"
2019,"laucode","1495","all",953,"price_m2"
2020,"laucode","1495","all",986,"price_m2"
2021,"laucode","1495","all",1046,"price_m2"
2022,"laucode","1495","all",1076,"price_m2"
2023,"laucode","1495","all",1046,"price_m2"
2024,"laucode","1495","all",1091,"price_m2"
2013,"laucode","1495","flat",338,"price_m2"
2014,"laucode","1495","flat",346,"price_m2"
2015,"laucode","1495","flat",367,"price_m2"
2016,"laucode","1495","flat",384,"price_m2"
2017,"laucode","1495","flat",407,"price_m2"
2018,"laucode","1495","flat",418,"price_m2"
2019,"laucode","1495","flat",420,"price_m2"
2020,"laucode","1495","flat",434,"price_m2"
2021,"laucode","1495","flat",461,"price_m2"
2022,"laucode","1495","flat",474,"price_m2"
2023,"laucode","1495","flat",461,"price_m2"
2024,"laucode","1495","flat",481,"price_m2"
2013,"laucode","1495","house",1140,"price_m2"
2014,"laucode","1495","house",1166,"price_m2"
2015,"laucode","1495","house",1237,"price_m2"
2016,"laucode","1495","house",1296,"price_m2"
2017,"laucode","1495","house",1373,"price_m2"
2018,"laucode","1495","house",1411,"price_m2"
2019,"laucode","1495","house",1416,"price_m2"
2020,"laucode","1495","house",1465,"price_m2"
2021,"laucode","1495","house",1555,"price_m2"
2022,"laucode","1495","house",1600,"price_m2"
2023,"laucode","1495","house",1555,"price_m2"
2024,"laucode","1495","house",1622,"price_m2"
2013,"laucode","1496","all",1398,"price_m2"
2014,"laucode","1496","all",1504,"price_m2"
2015,"laucode","1496","all",1590,"price_m2"
2016,"laucode","1496","all",1667,"price_m2"
2017,"laucode","1496","all",1762,"price_m2"
2018,"laucode","1496","all",1810,"price_m2"
2019,"laucode","1496","all",1800,"price_m2"
2020,"laucode","1496","all",1861,"price_m2"
2021,"laucode","1496","all",1978,"price_m2"
2022,"laucode","1496","all",2040,"price_m2"
2023,"laucode","1496","all",1982,"price_m2"
2024,"laucode","1496","all",2030,"price_m2"
2013,"laucode","1496","flat",1281,"price_m2"
2014,"laucode","1496","flat",1378,"price_m2"
2015,"laucode","1496","flat",1457,"price_m2"
2016,"laucode","1496","flat",1527,"price_m2"
2017,"laucode","1496","flat",1614,"price_m2"
2018,"laucode","1496","flat",1658,"price_m2"
2019,"laucode","1496","flat",1649,"price_m2"
2020,"laucode","1496","flat",1705,"price_m2"
2021,"laucode","1496","flat",1812,"price_m2"
2022,"laucode","1496","flat",1869,"price_m2"
2023,"laucode","1496","flat",1815,"price_m2"
2024,"laucode","1496","flat",1860,"price_m2"
2013,"laucode","1496","house",1528,"price_m2"
2014,"laucode","1496","house",1644,"price_m2"
2015,"laucode","1496","house",1738,"price_m2"
2016,"laucode","1496","house",1822,"price_m2"
2017,"laucode","1496","house",1926,"price_m2"
2018,"laucode","1496","house",1978,"price_m2"
2019,"laucode","1496","house",1967,"price_m2"
2020,"laucode","1496","house",2034,"price_m2"
2021,"laucode","1496","house",2162,"price_m2"
2022,"laucode","1496","house",2230,"price_m2"
2023,"laucode","1496","house",2166,"price_m2"
2024,"laucode","1496","house",2219,"price_m2"
2013,"laucode","1497","all",982,"price_m2"
2014,"laucode","1497","all",1050,"price_m2"
2015,"laucode","1497","all",1107,"price_m2"
2016,"laucode","1497","all",1148,"price_m2"
2017,"laucode","1497","all",1209,"price_m2"
2018,"laucode","1497","all",1235,"price_m2"
2019,"laucode","1497","all",1203,"price_m2"
2020,"laucode","1497","all",1268,"price_m2"
2021,"laucode","1497","all",1364,"price_m2"
2022,"laucode","1497","all",1428,"price_m2"
2023,"laucode","1497","all",1450,"price_m2"
2024,"laucode","1497","all",1614,"price_m2"
2013,"laucode","1497","flat",588,"price_m2"
2014,"laucode","1497","flat",628,"price_m2"
2015,"laucode","1497","flat",662,"price_m2"
2016,"laucode","1497","flat",687,"price_m2"
2017,"laucode","1497","flat",724,"price_m2"
2018,"laucode","1497","flat",739,"price_m2"
2019,"laucode","1497","flat",720,"price_m2"
2020,"laucode","1497","flat",759,"price_m2"
2021,"laucode","1497","flat",816,"price_m2"
2022,"laucode","1497","flat",855,"price_m2"
2023,"laucode","1497","flat",867,"price_m2"
2024,"laucode","1497","flat",966,"price_m2"
2013,"laucode","1497","house",1090,"price_m2"
2014,"laucode","1497","house",1165,"price_m2"
2015,"laucode","1497","house",1228,"price_m2"
2016,"laucode","1497","house",1274,"price_m2"
2017,"laucode","1497","house",1342,"price_m2"
2018,"laucode","1497","house",1370,"price_m2"
2019,"laucode","1497","house",1335,"price_m2"
2020,"laucode","1497","house",1407,"price_m2"
2021,"laucode","1497","house",1514,"price_m2"
2022,"laucode","1497","house",1585,"price_m2"
2023,"laucode","1497","house",1609,"price_m2"
2024,"laucode","1497","house",1791,"price_m2"
2013,"laucode","1498","all",576,"price_m2"
2014,"laucode","1498","all",625,"price_m2"
2015,"laucode","1498","all",674,"price_m2"
2016,"laucode","1498","all",714,"price_m2"
2017,"laucode","1498","all",767,"price_m2"
2018,"laucode","1498","all",793,"price_m2"
2019,"laucode","1498","all",824,"price_m2"
2020,"laucode","1498","all",845,"price_m2"
2021,"laucode","1498","all",889,"price_m2"
2022,"laucode","1498","all",911,"price_m2"
2023,"laucode","1498","all",869,"price_m2"
2024,"laucode","1498","all",892,"price_m2"
2013,"laucode","1498","flat",264,"price_m2"
2014,"laucode","1498","flat",286,"price_m2"
2015,"laucode","1498","flat",308,"price_m2"
2016,"laucode","1498","flat",327,"price_m2"
2017,"laucode","1498","flat",351,"price_m2"
2018,"laucode","1498","flat",363,"price_m2"
2019,"laucode","1498","flat",377,"price_m2"
2020,"laucode","1498","flat",387,"price_m2"
2021,"laucode","1498","flat",407,"price_m2"
2022,"laucode","1498","flat",417,"price_m2"
2023,"laucode","1498","flat",398,"price_m2"
2024,"laucode","1498","flat",408,"price_m2"
2013,"laucode","1498","house",842,"price_m2"
2014,"laucode","1498","house",913,"price_m2"
2015,"laucode","1498","house",984,"price_m2"
2016,"laucode","1498","house",1043,"price_m2"
2017,"laucode","1498","house",1120,"price_m2"
2018,"laucode","1498","house",1159,"price_m2"
2019,"laucode","1498","house",1204,"price_m2"
2020,"laucode","1498","house",1235,"price_m2"
2021,"laucode","1498","house",1299,"price_m2"
2022,"laucode","1498","house",1331,"price_m2"
2023,"laucode","1498","house",1270,"price_m2"
2024,"laucode","1498","house",1303,"price_m2"
2013,"laucode","1499","all",710,"price_m2"
2014,"laucode","1499","all",726,"price_m2"
2015,"laucode","1499","all",781,"price_m2"
2016,"laucode","1499","all",829,"price_m2"
2017,"laucode","1499","all",889,"price_m2"
2018,"laucode","1499","all",923,"price_m2"
2019,"laucode","1499","all",958,"price_m2"
2020,"laucode","1499","all",990,"price_m2"
2021,"laucode","1499","all",1049,"price_m2"
2022,"laucode","1499","all",1082,"price_m2"
2023,"laucode","1499","all",1046,"price_m2"
2024,"laucode","1499","all",1092,"price_m2"
2013,"laucode","1499","flat",386,"price_m2"
2014,"laucode","1499","flat",395,"price_m2"
