"year","type","nuts","value","level","measure"
2018,"flat","0319",1820,"laucode","price"
2018,"house","0319",1285,"laucode","price"
2019,"all","0319",1487,"laucode","price"
2019,"flat","0319",1881,"laucode","price"
2019,"house","0319",1329,"laucode","price"
2020,"all","0319",1573,"laucode","price"
2020,"flat","0319",1989,"laucode","price"
2020,"house","0319",1405,"laucode","price"
2021,"all","0319",1848,"laucode","price"
2021,"flat","0319",2337,"laucode","price"
2021,"house","0319",1651,"laucode","price"
2022,"all","0319",1928,"laucode","price"
2022,"flat","0319",2478,"laucode","price"
2022,"house","0319",1722,"laucode","price"
2023,"all","0319",1726,"laucode","price"
2023,"flat","0319",2219,"laucode","price"
2023,"house","0319",1542,"laucode","price"
2024,"all","0319",1708,"laucode","price"
2024,"flat","0319",2196,"laucode","price"
2024,"house","0319",1512,"laucode","price"
2013,"all","0330",2514,"laucode","price"
2013,"flat","0330",4237,"laucode","price"
2013,"house","0330",2008,"laucode","price"
2014,"all","0330",2769,"laucode","price"
2014,"flat","0330",4814,"laucode","price"
2014,"house","0330",2153,"laucode","price"
2015,"all","0330",3077,"laucode","price"
2015,"flat","0330",5349,"laucode","price"
2015,"house","0330",2392,"laucode","price"
2016,"all","0330",3344,"laucode","price"
2016,"flat","0330",5813,"laucode","price"
2016,"house","0330",2599,"laucode","price"
2017,"all","0330",3625,"laucode","price"
2017,"flat","0330",6303,"laucode","price"
2017,"house","0330",2818,"laucode","price"
2018,"all","0330",3808,"laucode","price"
2018,"flat","0330",6784,"laucode","price"
2018,"house","0330",2852,"laucode","price"
2019,"all","0330",3936,"laucode","price"
2019,"flat","0330",7013,"laucode","price"
2019,"house","0330",2948,"laucode","price"
2020,"all","0330",4242,"laucode","price"
2020,"flat","0330",7535,"laucode","price"
2020,"house","0330",3118,"laucode","price"
2021,"all","0330",5034,"laucode","price"
2021,"flat","0330",9000,"laucode","price"
2021,"house","0330",3664,"laucode","price"
2022,"all","0330",5302,"laucode","price"
2022,"flat","0330",9388,"laucode","price"
2022,"house","0330",3822,"laucode","price"
2023,"all","0330",4794,"laucode","price"
2023,"flat","0330",8545,"laucode","price"
2023,"house","0330",3422,"laucode","price"
2024,"all","0330",4890,"laucode","price"
2024,"flat","0330",8749,"laucode","price"
2024,"house","0330",3387,"laucode","price"
2013,"all","0331",898,"laucode","price"
2013,"flat","0331",1218,"laucode","price"
2013,"house","0331",824,"laucode","price"
2014,"all","0331",963,"laucode","price"
2014,"flat","0331",1306,"laucode","price"
2014,"house","0331",883,"laucode","price"
2015,"all","0331",1070,"laucode","price"
2015,"flat","0331",1451,"laucode","price"
2015,"house","0331",982,"laucode","price"
2016,"all","0331",1162,"laucode","price"
2016,"flat","0331",1577,"laucode","price"
2016,"house","0331",1067,"laucode","price"
2017,"all","0331",1260,"laucode","price"
2017,"flat","0331",1710,"laucode","price"
2017,"house","0331",1157,"laucode","price"
2018,"all","0331",1288,"laucode","price"
2018,"flat","0331",1759,"laucode","price"
2018,"house","0331",1171,"laucode","price"
2019,"all","0331",1332,"laucode","price"
2019,"flat","0331",1818,"laucode","price"
2019,"house","0331",1210,"laucode","price"
2020,"all","0331",1408,"laucode","price"
2020,"flat","0331",1923,"laucode","price"
2020,"house","0331",1280,"laucode","price"
2021,"all","0331",1655,"laucode","price"
2021,"flat","0331",2260,"laucode","price"
2021,"house","0331",1504,"laucode","price"
2022,"all","0331",1726,"laucode","price"
2022,"flat","0331",2397,"laucode","price"
2022,"house","0331",1568,"laucode","price"
2023,"all","0331",1561,"laucode","price"
2023,"flat","0331",2146,"laucode","price"
2023,"house","0331",1404,"laucode","price"
2024,"all","0331",1545,"laucode","price"
2024,"flat","0331",2124,"laucode","price"
2024,"house","0331",1390,"laucode","price"
2013,"all","0360",1015,"laucode","price"
2013,"flat","0360",1484,"laucode","price"
2013,"house","0360",871,"laucode","price"
2014,"all","0360",1088,"laucode","price"
2014,"flat","0360",1591,"laucode","price"
2014,"house","0360",934,"laucode","price"
2015,"all","0360",1209,"laucode","price"
2015,"flat","0360",1768,"laucode","price"
2015,"house","0360",1038,"laucode","price"
2016,"all","0360",1314,"laucode","price"
2016,"flat","0360",1921,"laucode","price"
2016,"house","0360",1128,"laucode","price"
2017,"all","0360",1439,"laucode","price"
2017,"flat","0360",2115,"laucode","price"
2017,"house","0360",1223,"laucode","price"
2018,"all","0360",1457,"laucode","price"
2018,"flat","0360",2140,"laucode","price"
2018,"house","0360",1238,"laucode","price"
2019,"all","0360",1506,"laucode","price"
2019,"flat","0360",2213,"laucode","price"
2019,"house","0360",1280,"laucode","price"
2020,"all","0360",1592,"laucode","price"
2020,"flat","0360",2340,"laucode","price"
2020,"house","0360",1353,"laucode","price"
2021,"all","0360",1871,"laucode","price"
2021,"flat","0360",2750,"laucode","price"
2021,"house","0360",1590,"laucode","price"
2022,"all","0360",1972,"laucode","price"
2022,"flat","0360",2868,"laucode","price"
2022,"house","0360",1659,"laucode","price"
2023,"all","0360",1766,"laucode","price"
2023,"flat","0360",2608,"laucode","price"
2023,"house","0360",1485,"laucode","price"
2024,"all","0360",1747,"laucode","price"
2024,"flat","0360",2581,"laucode","price"
2024,"house","0360",1470,"laucode","price"
2013,"all","0380",3132,"laucode","price"
2013,"flat","0380",3975,"laucode","price"
2013,"house","0380",1974,"laucode","price"
2014,"all","0380",3320,"laucode","price"
2014,"flat","0380",4262,"laucode","price"
2014,"house","0380",2116,"laucode","price"
2015,"all","0380",3689,"laucode","price"
2015,"flat","0380",4735,"laucode","price"
2015,"house","0380",2333,"laucode","price"
2016,"all","0380",4055,"laucode","price"
2016,"flat","0380",5146,"laucode","price"
2016,"house","0380",2535,"laucode","price"
2017,"all","0380",4447,"laucode","price"
2017,"flat","0380",5661,"laucode","price"
2017,"house","0380",2749,"laucode","price"
2018,"all","0380",4501,"laucode","price"
2018,"flat","0380",5729,"laucode","price"
2018,"house","0380",2782,"laucode","price"
2019,"all","0380",4708,"laucode","price"
2019,"flat","0380",6009,"laucode","price"
2019,"house","0380",2876,"laucode","price"
2020,"all","0380",4978,"laucode","price"
2020,"flat","0380",6354,"laucode","price"
2020,"house","0380",3041,"laucode","price"
2021,"all","0380",5920,"laucode","price"
2021,"flat","0380",7467,"laucode","price"
2021,"house","0380",3573,"laucode","price"
2022,"all","0380",6174,"laucode","price"
2022,"flat","0380",7905,"laucode","price"
2022,"house","0380",3727,"laucode","price"
2023,"all","0380",5595,"laucode","price"
2023,"flat","0380",7077,"laucode","price"
2023,"house","0380",3337,"laucode","price"
2024,"all","0380",5537,"laucode","price"
2024,"flat","0380",7111,"laucode","price"
2024,"house","0380",3303,"laucode","price"
2013,"all","0381",1866,"laucode","price"
2013,"flat","0381",2677,"laucode","price"
2013,"house","0381",1495,"laucode","price"
2014,"all","0381",2001,"laucode","price"
2014,"flat","0381",2870,"laucode","price"
2014,"house","0381",1603,"laucode","price"
2015,"all","0381",2223,"laucode","price"
2015,"flat","0381",3189,"laucode","price"
2015,"house","0381",1781,"laucode","price"
2016,"all","0381",2441,"laucode","price"
2016,"flat","0381",3465,"laucode","price"
2016,"house","0381",1936,"laucode","price"
2017,"all","0381",2647,"laucode","price"
2017,"flat","0381",3814,"laucode","price"
2017,"house","0381",2099,"laucode","price"
2018,"all","0381",2679,"laucode","price"
2018,"flat","0381",3859,"laucode","price"
2018,"house","0381",2124,"laucode","price"
2019,"all","0381",2769,"laucode","price"
2019,"flat","0381",3990,"laucode","price"
2019,"house","0381",2196,"laucode","price"
2020,"all","0381",2959,"laucode","price"
2020,"flat","0381",4283,"laucode","price"
2020,"house","0381",2322,"laucode","price"
2021,"all","0381",3478,"laucode","price"
2021,"flat","0381",5033,"laucode","price"
2021,"house","0381",2706,"laucode","price"
2022,"all","0381",3666,"laucode","price"
2022,"flat","0381",5330,"laucode","price"
2022,"house","0381",2846,"laucode","price"
2023,"all","0381",3282,"laucode","price"
2023,"flat","0381",4772,"laucode","price"
2023,"house","0381",2527,"laucode","price"
2024,"all","0381",3284,"laucode","price"
2024,"flat","0381",4724,"laucode","price"
2024,"house","0381",2522,"laucode","price"
2013,"all","0382",1572,"laucode","price"
2013,"flat","0382",2573,"laucode","price"
2013,"house","0382",1258,"laucode","price"
2014,"all","0382",1686,"laucode","price"
2014,"flat","0382",2759,"laucode","price"
2014,"house","0382",1349,"laucode","price"
2015,"all","0382",1873,"laucode","price"
2015,"flat","0382",3017,"laucode","price"
2015,"house","0382",1499,"laucode","price"
2016,"all","0382",2035,"laucode","price"
2016,"flat","0382",3279,"laucode","price"
2016,"house","0382",1629,"laucode","price"
2017,"all","0382",2207,"laucode","price"
2017,"flat","0382",3612,"laucode","price"
2017,"house","0382",1766,"laucode","price"
2018,"all","0382",2233,"laucode","price"
2018,"flat","0382",3655,"laucode","price"
2018,"house","0382",1788,"laucode","price"
2019,"all","0382",2309,"laucode","price"
2019,"flat","0382",3779,"laucode","price"
2019,"house","0382",1848,"laucode","price"
2020,"all","0382",2466,"laucode","price"
2020,"flat","0382",3996,"laucode","price"
2020,"house","0382",1971,"laucode","price"
2021,"all","0382",2898,"laucode","price"
2021,"flat","0382",4696,"laucode","price"
2021,"house","0382",2297,"laucode","price"
2022,"all","0382",3023,"laucode","price"
2022,"flat","0382",4898,"laucode","price"
2022,"house","0382",2416,"laucode","price"
2023,"all","0382",2707,"laucode","price"
2023,"flat","0382",4385,"laucode","price"
2023,"house","0382",2145,"laucode","price"
2024,"all","0382",2679,"laucode","price"
2024,"flat","0382",4340,"laucode","price"
2024,"house","0382",2141,"laucode","price"
2013,"all","0428",807,"laucode","price"
2013,"flat","0428",407,"laucode","price"
2013,"house","0428",718,"laucode","price"
2014,"all","0428",865,"laucode","price"
2014,"flat","0428",436,"laucode","price"
2014,"house","0428",763,"laucode","price"
2015,"all","0428",961,"laucode","price"
2015,"flat","0428",485,"laucode","price"
2015,"house","0428",848,"laucode","price"
2016,"all","0428",1044,"laucode","price"
2016,"flat","0428",527,"laucode","price"
2016,"house","0428",922,"laucode","price"
2017,"all","0428",1132,"laucode","price"
2017,"flat","0428",571,"laucode","price"
2017,"house","0428",999,"laucode","price"
2018,"all","0428",1158,"laucode","price"
2018,"flat","0428",578,"laucode","price"
2018,"house","0428",1020,"laucode","price"
2019,"all","0428",1197,"laucode","price"
2019,"flat","0428",597,"laucode","price"
2019,"house","0428",1055,"laucode","price"
2020,"all","0428",1253,"laucode","price"
2020,"flat","0428",632,"laucode","price"
2020,"house","0428",1115,"laucode","price"
2021,"all","0428",1472,"laucode","price"
2021,"flat","0428",742,"laucode","price"
2021,"house","0428",1311,"laucode","price"
2022,"all","0428",1551,"laucode","price"
2022,"flat","0428",774,"laucode","price"
2022,"house","0428",1367,"laucode","price"
2023,"all","0428",1389,"laucode","price"
2023,"flat","0428",693,"laucode","price"
2023,"house","0428",1224,"laucode","price"
2024,"all","0428",1375,"laucode","price"
2024,"flat","0428",686,"laucode","price"
2024,"house","0428",1211,"laucode","price"
2013,"all","0461",1818,"laucode","price"
2013,"flat","0461",2730,"laucode","price"
2013,"house","0461",1521,"laucode","price"
2014,"all","0461",1950,"laucode","price"
2014,"flat","0461",2927,"laucode","price"
2014,"house","0461",1645,"laucode","price"
2015,"all","0461",2189,"laucode","price"
2015,"flat","0461",3252,"laucode","price"
2015,"house","0461",1828,"laucode","price"
2016,"all","0461",2378,"laucode","price"
2016,"flat","0461",3534,"laucode","price"
2016,"house","0461",1986,"laucode","price"
2017,"all","0461",2579,"laucode","price"
2017,"flat","0461",3832,"laucode","price"
2017,"house","0461",2154,"laucode","price"
2018,"all","0461",2637,"laucode","price"
2018,"flat","0461",3935,"laucode","price"
2018,"house","0461",2179,"laucode","price"
2019,"all","0461",2754,"laucode","price"
2019,"flat","0461",4129,"laucode","price"
2019,"house","0461",2253,"laucode","price"
2020,"all","0461",2912,"laucode","price"
2020,"flat","0461",4366,"laucode","price"
2020,"house","0461",2382,"laucode","price"
2021,"all","0461",3422,"laucode","price"
2021,"flat","0461",5131,"laucode","price"
2021,"house","0461",2825,"laucode","price"
2022,"all","0461",3570,"laucode","price"
2022,"flat","0461",5351,"laucode","price"
2022,"house","0461",2946,"laucode","price"
2023,"all","0461",3196,"laucode","price"
2023,"flat","0461",4791,"laucode","price"
2023,"house","0461",2638,"laucode","price"
2024,"all","0461",3163,"laucode","price"
2024,"flat","0461",4742,"laucode","price"
2024,"house","0461",2611,"laucode","price"
2013,"all","0480",1745,"laucode","price"
2013,"flat","0480",2178,"laucode","price"
2013,"house","0480",1478,"laucode","price"
2014,"all","0480",1871,"laucode","price"
2014,"flat","0480",2335,"laucode","price"
2014,"house","0480",1584,"laucode","price"
2015,"all","0480",2079,"laucode","price"
2015,"flat","0480",2595,"laucode","price"
2015,"house","0480",1760,"laucode","price"
2016,"all","0480",2259,"laucode","price"
2016,"flat","0480",2820,"laucode","price"
2016,"house","0480",1913,"laucode","price"
2017,"all","0480",2450,"laucode","price"
2017,"flat","0480",3058,"laucode","price"
2017,"house","0480",2074,"laucode","price"
2018,"all","0480",2479,"laucode","price"
2018,"flat","0480",3094,"laucode","price"
2018,"house","0480",2099,"laucode","price"
2019,"all","0480",2592,"laucode","price"
2019,"flat","0480",3246,"laucode","price"
2019,"house","0480",2170,"laucode","price"
2020,"all","0480",2740,"laucode","price"
2020,"flat","0480",3432,"laucode","price"
2020,"house","0480",2295,"laucode","price"
2021,"all","0480",3257,"laucode","price"
2021,"flat","0480",4033,"laucode","price"
2021,"house","0480",2720,"laucode","price"
2022,"all","0480",3397,"laucode","price"
2022,"flat","0480",4207,"laucode","price"
2022,"house","0480",2837,"laucode","price"
2023,"all","0480",3076,"laucode","price"
2023,"flat","0480",3823,"laucode","price"
2023,"house","0480",2540,"laucode","price"
2024,"all","0480",3045,"laucode","price"
2024,"flat","0480",3784,"laucode","price"
2024,"house","0480",2514,"laucode","price"
2013,"all","0481",1150,"laucode","price"
2013,"flat","0481",1093,"laucode","price"
2013,"house","0481",1123,"laucode","price"
2014,"all","0481",1233,"laucode","price"
2014,"flat","0481",1172,"laucode","price"
2014,"house","0481",1204,"laucode","price"
2015,"all","0481",1370,"laucode","price"
2015,"flat","0481",1302,"laucode","price"
2015,"house","0481",1350,"laucode","price"
2016,"all","0481",1489,"laucode","price"
2016,"flat","0481",1415,"laucode","price"
2016,"house","0481",1467,"laucode","price"
2017,"all","0481",1615,"laucode","price"
2017,"flat","0481",1534,"laucode","price"
2017,"house","0481",1590,"laucode","price"
2018,"all","0481",1653,"laucode","price"
2018,"flat","0481",1553,"laucode","price"
2018,"house","0481",1609,"laucode","price"
2019,"all","0481",1709,"laucode","price"
2019,"flat","0481",1605,"laucode","price"
2019,"house","0481",1664,"laucode","price"
2020,"all","0481",1807,"laucode","price"
2020,"flat","0481",1698,"laucode","price"
2020,"house","0481",1759,"laucode","price"
2021,"all","0481",2123,"laucode","price"
2021,"flat","0481",1995,"laucode","price"
2021,"house","0481",2067,"laucode","price"
2022,"all","0481",2240,"laucode","price"
2022,"flat","0481",2113,"laucode","price"
2022,"house","0481",2156,"laucode","price"
2023,"all","0481",2006,"laucode","price"
2023,"flat","0481",1863,"laucode","price"
2023,"house","0481",1931,"laucode","price"
2024,"all","0481",2009,"laucode","price"
2024,"flat","0481",1872,"laucode","price"
2024,"house","0481",1945,"laucode","price"
2013,"all","0482",800,"laucode","price"
2013,"flat","0482",520,"laucode","price"
