"nuts","year","value","level","type.of.building","indicator"
"330","2018",2264,"laucode","flat","dwelling"
"330","2019",2320,"laucode","flat","dwelling"
"330","2020",2556,"laucode","flat","dwelling"
"330","2013",23,"laucode","other","dwelling"
"330","2014",25,"laucode","other","dwelling"
"330","2015",18,"laucode","other","dwelling"
"330","2016",19,"laucode","other","dwelling"
"330","2017",19,"laucode","other","dwelling"
"330","2018",20,"laucode","other","dwelling"
"330","2019",19,"laucode","other","dwelling"
"330","2020",18,"laucode","other","dwelling"
"331","2013",4627,"laucode","house","dwelling"
"331","2014",4627,"laucode","house","dwelling"
"331","2015",4644,"laucode","house","dwelling"
"331","2016",4758,"laucode","house","dwelling"
"331","2017",4809,"laucode","house","dwelling"
"331","2018",4839,"laucode","house","dwelling"
"331","2019",4874,"laucode","house","dwelling"
"331","2020",4925,"laucode","house","dwelling"
"331","2013",1312,"laucode","flat","dwelling"
"331","2014",1312,"laucode","flat","dwelling"
"331","2015",1350,"laucode","flat","dwelling"
"331","2016",1386,"laucode","flat","dwelling"
"331","2017",1383,"laucode","flat","dwelling"
"331","2018",1430,"laucode","flat","dwelling"
"331","2019",1472,"laucode","flat","dwelling"
"331","2020",1480,"laucode","flat","dwelling"
"331","2013",74,"laucode","other","dwelling"
"331","2014",74,"laucode","other","dwelling"
"331","2015",68,"laucode","other","dwelling"
"331","2016",71,"laucode","other","dwelling"
"331","2017",72,"laucode","other","dwelling"
"331","2018",73,"laucode","other","dwelling"
"331","2019",78,"laucode","other","dwelling"
"331","2020",79,"laucode","other","dwelling"
"360","2013",6164,"laucode","house","dwelling"
"360","2014",6173,"laucode","house","dwelling"
"360","2015",6193,"laucode","house","dwelling"
"360","2016",6263,"laucode","house","dwelling"
"360","2017",6299,"laucode","house","dwelling"
"360","2018",6344,"laucode","house","dwelling"
"360","2019",6366,"laucode","house","dwelling"
"360","2020",6370,"laucode","house","dwelling"
"360","2013",3144,"laucode","flat","dwelling"
"360","2014",3149,"laucode","flat","dwelling"
"360","2015",3197,"laucode","flat","dwelling"
