"municipality","year","type","nuts","nuts2016","laucode","indicator","value"
"turi vald",2020,"flat","EE009","EE006",834,"median_ppm2",262
"vaikemaarja vald",2020,"flat","EE009","EE006",928,"median_ppm2",83
"vinni vald",2020,"flat","EE009","EE006",901,"median_ppm2",109
"virunigula vald",2020,"flat","EE009","EE006",903,"median_ppm2",90
"alutaguse vald",2020,"flat","EE00A","EE007",130,"median_ppm2",86
"johvi vald",2020,"flat","EE00A","EE007",251,"median_ppm2",240
"kohtlajarve linn",2020,"flat","EE00A","EE007",321,"median_ppm2",86
"luganuse vald",2020,"flat","EE00A","EE007",442,"median_ppm2",46
"narva linn",2020,"flat","EE00A","EE007",511,"median_ppm2",401
"narvajoesuu linn",2020,"flat","EE00A","EE007",514,"median_ppm2",636
"sillamae linn",2020,"flat","EE00A","EE007",735,"median_ppm2",192
"toila vald",2020,"flat","EE00A","EE007",803,"median_ppm2",124
"anija vald",2021,"flat","EE001","EE001",141,"median_ppm2",812
"harku vald",2021,"flat","EE001","EE001",198,"median_ppm2",2018
"joelahtme vald",2021,"flat","EE001","EE001",245,"median_ppm2",1982
"keila linn",2021,"flat","EE001","EE001",296,"median_ppm2",1475
"kiili vald",2021,"flat","EE001","EE001",304,"median_ppm2",2015
"kose vald",2021,"flat","EE001","EE001",338,"median_ppm2",787
"kuusalu vald",2021,"flat","EE001","EE001",353,"median_ppm2",760
"laaneharju vald",2021,"flat","EE001","EE001",431,"median_ppm2",568
"loksa linn",2021,"flat","EE001","EE001",424,"median_ppm2",409
"maardu linn",2021,"flat","EE001","EE001",446,"median_ppm2",1282
"raasiku vald",2021,"flat","EE001","EE001",651,"median_ppm2",1302
"rae vald",2021,"flat","EE001","EE001",653,"median_ppm2",2221
"saku vald",2021,"flat","EE001","EE001",718,"median_ppm2",1879
"saue vald",2021,"flat","EE001","EE001",726,"median_ppm2",1792
"tallinn",2021,"flat","EE001","EE001",784,"median_ppm2",2225
"viimsi vald",2021,"flat","EE001","EE001",890,"median_ppm2",1997
"haademeeste vald",2021,"flat","EE004","EE004",214,"median_ppm2",492
"haapsalu linn",2021,"flat","EE004","EE004",184,"median_ppm2",945
"hiiumaa vald",2021,"flat","EE004","EE004",205,"median_ppm2",459
"kihnu vald",2021,"flat","EE004","EE004",303,"median_ppm2",476
"laanenigula vald",2021,"flat","EE004","EE004",441,"median_ppm2",231
"laaneranna vald",2021,"flat","EE004","EE004",430,"median_ppm2",76
"muhu vald",2021,"flat","EE004","EE004",478,"median_ppm2",447
"parnu linn",2021,"flat","EE004","EE004",624,"median_ppm2",1354
"pohjaparnumaa vald",2021,"flat","EE004","EE004",638,"median_ppm2",234
"ruhnu vald",2021,"flat","EE004","EE004",689,"median_ppm2",476
"saarde vald",2021,"flat","EE004","EE004",712,"median_ppm2",152
"saaremaa vald",2021,"flat","EE004","EE004",714,"median_ppm2",974
"tori vald",2021,"flat","EE004","EE004",809,"median_ppm2",830
"vormsi vald",2021,"flat","EE004","EE004",907,"median_ppm2",476
"antsla vald",2021,"flat","EE008","EE008",142,"median_ppm2",54
"elva vald",2021,"flat","EE008","EE008",171,"median_ppm2",559
"jogeva vald",2021,"flat","EE008","EE008",247,"median_ppm2",329
"kambja vald",2021,"flat","EE008","EE008",283,"median_ppm2",1495
"kanepi vald",2021,"flat","EE008","EE008",284,"median_ppm2",175
"kastre vald",2021,"flat","EE008","EE008",291,"median_ppm2",1036
"luunja vald",2021,"flat","EE008","EE008",432,"median_ppm2",1686
"mulgi vald",2021,"flat","EE008","EE008",480,"median_ppm2",117
"mustvee vald",2021,"flat","EE008","EE008",486,"median_ppm2",148
"noo vald",2021,"flat","EE008","EE008",528,"median_ppm2",1319
"otepaa vald",2021,"flat","EE008","EE008",557,"median_ppm2",490
"peipsiaare vald",2021,"flat","EE008","EE008",586,"median_ppm2",318
"pohjasakala vald",2021,"flat","EE008","EE008",615,"median_ppm2",192
"poltsamaa vald",2021,"flat","EE008","EE008",618,"median_ppm2",241
"polva vald",2021,"flat","EE008","EE008",622,"median_ppm2",449
"rapina vald",2021,"flat","EE008","EE008",708,"median_ppm2",125
"rouge vald",2021,"flat","EE008","EE008",698,"median_ppm2",116
"setomaa vald",2021,"flat","EE008","EE008",732,"median_ppm2",61
"tartu linn",2021,"flat","EE008","EE008",793,"median_ppm2",1765
"tartu vald",2021,"flat","EE008","EE008",796,"median_ppm2",1704
"torva vald",2021,"flat","EE008","EE008",824,"median_ppm2",247
"valga vald",2021,"flat","EE008","EE008",855,"median_ppm2",206
"viljandi linn",2021,"flat","EE008","EE008",897,"median_ppm2",1000
"viljandi vald",2021,"flat","EE008","EE008",899,"median_ppm2",372
"voru linn",2021,"flat","EE008","EE008",919,"median_ppm2",714
"voru vald",2021,"flat","EE008","EE008",917,"median_ppm2",410
"haljala vald",2021,"flat","EE009","EE006",191,"median_ppm2",172
"jarva vald",2021,"flat","EE009","EE006",255,"median_ppm2",99
"kadrina vald",2021,"flat","EE009","EE006",272,"median_ppm2",388
"kehtna vald",2021,"flat","EE009","EE006",293,"median_ppm2",296
"kohila vald",2021,"flat","EE009","EE006",317,"median_ppm2",1087
"marjamaa vald",2021,"flat","EE009","EE006",503,"median_ppm2",269
"paide linn",2021,"flat","EE009","EE006",567,"median_ppm2",554
"rakvere linn",2021,"flat","EE009","EE006",663,"median_ppm2",955
"rakvere vald",2021,"flat","EE009","EE006",661,"median_ppm2",462
"rapla vald",2021,"flat","EE009","EE006",668,"median_ppm2",736
"tapa vald",2021,"flat","EE009","EE006",792,"median_ppm2",236
"turi vald",2021,"flat","EE009","EE006",834,"median_ppm2",391
"vaikemaarja vald",2021,"flat","EE009","EE006",928,"median_ppm2",135
"vinni vald",2021,"flat","EE009","EE006",901,"median_ppm2",224
"virunigula vald",2021,"flat","EE009","EE006",903,"median_ppm2",147
"alutaguse vald",2021,"flat","EE00A","EE007",130,"median_ppm2",147
"johvi vald",2021,"flat","EE00A","EE007",251,"median_ppm2",291
"kohtlajarve linn",2021,"flat","EE00A","EE007",321,"median_ppm2",99
"luganuse vald",2021,"flat","EE00A","EE007",442,"median_ppm2",38
"narva linn",2021,"flat","EE00A","EE007",511,"median_ppm2",436
"narvajoesuu linn",2021,"flat","EE00A","EE007",514,"median_ppm2",696
"sillamae linn",2021,"flat","EE00A","EE007",735,"median_ppm2",219
"toila vald",2021,"flat","EE00A","EE007",803,"median_ppm2",159
"anija vald",2022,"flat","EE001","EE001",141,"median_ppm2",1079
"harku vald",2022,"flat","EE001","EE001",198,"median_ppm2",2313
"joelahtme vald",2022,"flat","EE001","EE001",245,"median_ppm2",2440
"keila linn",2022,"flat","EE001","EE001",296,"median_ppm2",2248
"kiili vald",2022,"flat","EE001","EE001",304,"median_ppm2",2581
"kose vald",2022,"flat","EE001","EE001",338,"median_ppm2",1107
"kuusalu vald",2022,"flat","EE001","EE001",353,"median_ppm2",886
"laaneharju vald",2022,"flat","EE001","EE001",431,"median_ppm2",907
"loksa linn",2022,"flat","EE001","EE001",424,"median_ppm2",621
"maardu linn",2022,"flat","EE001","EE001",446,"median_ppm2",1632
"raasiku vald",2022,"flat","EE001","EE001",651,"median_ppm2",1743
"rae vald",2022,"flat","EE001","EE001",653,"median_ppm2",2660
"saku vald",2022,"flat","EE001","EE001",718,"median_ppm2",2288
"saue vald",2022,"flat","EE001","EE001",726,"median_ppm2",2214
"tallinn",2022,"flat","EE001","EE001",784,"median_ppm2",2754
"viimsi vald",2022,"flat","EE001","EE001",890,"median_ppm2",2474
"haademeeste vald",2022,"flat","EE004","EE004",214,"median_ppm2",600
"haapsalu linn",2022,"flat","EE004","EE004",184,"median_ppm2",1255
"hiiumaa vald",2022,"flat","EE004","EE004",205,"median_ppm2",620
"kihnu vald",2022,"flat","EE004","EE004",303,"median_ppm2",610
"laanenigula vald",2022,"flat","EE004","EE004",441,"median_ppm2",230
"laaneranna vald",2022,"flat","EE004","EE004",430,"median_ppm2",161
"muhu vald",2022,"flat","EE004","EE004",478,"median_ppm2",573
"parnu linn",2022,"flat","EE004","EE004",624,"median_ppm2",1806
"pohjaparnumaa vald",2022,"flat","EE004","EE004",638,"median_ppm2",280
"ruhnu vald",2022,"flat","EE004","EE004",689,"median_ppm2",610
"saarde vald",2022,"flat","EE004","EE004",712,"median_ppm2",260
"saaremaa vald",2022,"flat","EE004","EE004",714,"median_ppm2",1049
"tori vald",2022,"flat","EE004","EE004",809,"median_ppm2",1006
"vormsi vald",2022,"flat","EE004","EE004",907,"median_ppm2",610
"antsla vald",2022,"flat","EE008","EE008",142,"median_ppm2",147
"elva vald",2022,"flat","EE008","EE008",171,"median_ppm2",726
"jogeva vald",2022,"flat","EE008","EE008",247,"median_ppm2",387
"kambja vald",2022,"flat","EE008","EE008",283,"median_ppm2",1832
"kanepi vald",2022,"flat","EE008","EE008",284,"median_ppm2",142
"kastre vald",2022,"flat","EE008","EE008",291,"median_ppm2",1822
"luunja vald",2022,"flat","EE008","EE008",432,"median_ppm2",2008
"mulgi vald",2022,"flat","EE008","EE008",480,"median_ppm2",158
"mustvee vald",2022,"flat","EE008","EE008",486,"median_ppm2",191
"noo vald",2022,"flat","EE008","EE008",528,"median_ppm2",1515
"otepaa vald",2022,"flat","EE008","EE008",557,"median_ppm2",701
"peipsiaare vald",2022,"flat","EE008","EE008",586,"median_ppm2",281
"pohjasakala vald",2022,"flat","EE008","EE008",615,"median_ppm2",343
"poltsamaa vald",2022,"flat","EE008","EE008",618,"median_ppm2",412
"polva vald",2022,"flat","EE008","EE008",622,"median_ppm2",679
"rapina vald",2022,"flat","EE008","EE008",708,"median_ppm2",275
"rouge vald",2022,"flat","EE008","EE008",698,"median_ppm2",118
"setomaa vald",2022,"flat","EE008","EE008",732,"median_ppm2",71
"tartu linn",2022,"flat","EE008","EE008",793,"median_ppm2",2157
"tartu vald",2022,"flat","EE008","EE008",796,"median_ppm2",1934
"torva vald",2022,"flat","EE008","EE008",824,"median_ppm2",140
"valga vald",2022,"flat","EE008","EE008",855,"median_ppm2",248
"viljandi linn",2022,"flat","EE008","EE008",897,"median_ppm2",1342
"viljandi vald",2022,"flat","EE008","EE008",899,"median_ppm2",427
"voru linn",2022,"flat","EE008","EE008",919,"median_ppm2",949
"voru vald",2022,"flat","EE008","EE008",917,"median_ppm2",413
"haljala vald",2022,"flat","EE009","EE006",191,"median_ppm2",255
"jarva vald",2022,"flat","EE009","EE006",255,"median_ppm2",133
"kadrina vald",2022,"flat","EE009","EE006",272,"median_ppm2",570
"kehtna vald",2022,"flat","EE009","EE006",293,"median_ppm2",315
"kohila vald",2022,"flat","EE009","EE006",317,"median_ppm2",1329
"marjamaa vald",2022,"flat","EE009","EE006",503,"median_ppm2",360
"paide linn",2022,"flat","EE009","EE006",567,"median_ppm2",740
"rakvere linn",2022,"flat","EE009","EE006",663,"median_ppm2",1178
"rakvere vald",2022,"flat","EE009","EE006",661,"median_ppm2",628
"rapla vald",2022,"flat","EE009","EE006",668,"median_ppm2",1124
"tapa vald",2022,"flat","EE009","EE006",792,"median_ppm2",322
"turi vald",2022,"flat","EE009","EE006",834,"median_ppm2",485
"vaikemaarja vald",2022,"flat","EE009","EE006",928,"median_ppm2",172
"vinni vald",2022,"flat","EE009","EE006",901,"median_ppm2",335
"virunigula vald",2022,"flat","EE009","EE006",903,"median_ppm2",184
"alutaguse vald",2022,"flat","EE00A","EE007",130,"median_ppm2",146
"johvi vald",2022,"flat","EE00A","EE007",251,"median_ppm2",387
"kohtlajarve linn",2022,"flat","EE00A","EE007",321,"median_ppm2",136
"luganuse vald",2022,"flat","EE00A","EE007",442,"median_ppm2",62
"narva linn",2022,"flat","EE00A","EE007",511,"median_ppm2",500
"narvajoesuu linn",2022,"flat","EE00A","EE007",514,"median_ppm2",906
"sillamae linn",2022,"flat","EE00A","EE007",735,"median_ppm2",274
"toila vald",2022,"flat","EE00A","EE007",803,"median_ppm2",198
"anija vald",2023,"flat","EE001","EE001",141,"median_ppm2",1139
"harku vald",2023,"flat","EE001","EE001",198,"median_ppm2",2789
"joelahtme vald",2023,"flat","EE001","EE001",245,"median_ppm2",2810
"keila linn",2023,"flat","EE001","EE001",296,"median_ppm2",2389
"kiili vald",2023,"flat","EE001","EE001",304,"median_ppm2",2859
"kose vald",2023,"flat","EE001","EE001",338,"median_ppm2",1145
"kuusalu vald",2023,"flat","EE001","EE001",353,"median_ppm2",935
"laaneharju vald",2023,"flat","EE001","EE001",431,"median_ppm2",785
"loksa linn",2023,"flat","EE001","EE001",424,"median_ppm2",601
"maardu linn",2023,"flat","EE001","EE001",446,"median_ppm2",1574
"raasiku vald",2023,"flat","EE001","EE001",651,"median_ppm2",1881
"rae vald",2023,"flat","EE001","EE001",653,"median_ppm2",2822
"saku vald",2023,"flat","EE001","EE001",718,"median_ppm2",2217
"saue vald",2023,"flat","EE001","EE001",726,"median_ppm2",2264
"tallinn",2023,"flat","EE001","EE001",784,"median_ppm2",2905
"viimsi vald",2023,"flat","EE001","EE001",890,"median_ppm2",2723
"haademeeste vald",2023,"flat","EE004","EE004",214,"median_ppm2",758
"haapsalu linn",2023,"flat","EE004","EE004",184,"median_ppm2",1345
"hiiumaa vald",2023,"flat","EE004","EE004",205,"median_ppm2",722
"kihnu vald",2023,"flat","EE004","EE004",303,"median_ppm2",740
"laanenigula vald",2023,"flat","EE004","EE004",441,"median_ppm2",286
"laaneranna vald",2023,"flat","EE004","EE004",430,"median_ppm2",160
"muhu vald",2023,"flat","EE004","EE004",478,"median_ppm2",695
"parnu linn",2023,"flat","EE004","EE004",624,"median_ppm2",1976
"pohjaparnumaa vald",2023,"flat","EE004","EE004",638,"median_ppm2",345
"ruhnu vald",2023,"flat","EE004","EE004",689,"median_ppm2",740
"saarde vald",2023,"flat","EE004","EE004",712,"median_ppm2",215
"saaremaa vald",2023,"flat","EE004","EE004",714,"median_ppm2",1196
"tori vald",2023,"flat","EE004","EE004",809,"median_ppm2",965
"vormsi vald",2023,"flat","EE004","EE004",907,"median_ppm2",740
"antsla vald",2023,"flat","EE008","EE008",142,"median_ppm2",216
"elva vald",2023,"flat","EE008","EE008",171,"median_ppm2",812
"jogeva vald",2023,"flat","EE008","EE008",247,"median_ppm2",420
"kambja vald",2023,"flat","EE008","EE008",283,"median_ppm2",1995
"kanepi vald",2023,"flat","EE008","EE008",284,"median_ppm2",221
"kastre vald",2023,"flat","EE008","EE008",291,"median_ppm2",1592
"luunja vald",2023,"flat","EE008","EE008",432,"median_ppm2",2007
"mulgi vald",2023,"flat","EE008","EE008",480,"median_ppm2",147
"mustvee vald",2023,"flat","EE008","EE008",486,"median_ppm2",254
"noo vald",2023,"flat","EE008","EE008",528,"median_ppm2",1852
"otepaa vald",2023,"flat","EE008","EE008",557,"median_ppm2",639
"peipsiaare vald",2023,"flat","EE008","EE008",586,"median_ppm2",275
"pohjasakala vald",2023,"flat","EE008","EE008",615,"median_ppm2",357
"poltsamaa vald",2023,"flat","EE008","EE008",618,"median_ppm2",374
"polva vald",2023,"flat","EE008","EE008",622,"median_ppm2",773
"rapina vald",2023,"flat","EE008","EE008",708,"median_ppm2",242
"rouge vald",2023,"flat","EE008","EE008",698,"median_ppm2",134
"setomaa vald",2023,"flat","EE008","EE008",732,"median_ppm2",149
"tartu linn",2023,"flat","EE008","EE008",793,"median_ppm2",2475
"tartu vald",2023,"flat","EE008","EE008",796,"median_ppm2",2323
"torva vald",2023,"flat","EE008","EE008",824,"median_ppm2",327
"valga vald",2023,"flat","EE008","EE008",855,"median_ppm2",278
"viljandi linn",2023,"flat","EE008","EE008",897,"median_ppm2",1268
"viljandi vald",2023,"flat","EE008","EE008",899,"median_ppm2",514
"voru linn",2023,"flat","EE008","EE008",919,"median_ppm2",873
"voru vald",2023,"flat","EE008","EE008",917,"median_ppm2",556
"haljala vald",2023,"flat","EE009","EE006",191,"median_ppm2",304
"jarva vald",2023,"flat","EE009","EE006",255,"median_ppm2",164
"kadrina vald",2023,"flat","EE009","EE006",272,"median_ppm2",604
"kehtna vald",2023,"flat","EE009","EE006",293,"median_ppm2",424
"kohila vald",2023,"flat","EE009","EE006",317,"median_ppm2",1433
"marjamaa vald",2023,"flat","EE009","EE006",503,"median_ppm2",332
"paide linn",2023,"flat","EE009","EE006",567,"median_ppm2",705
"rakvere linn",2023,"flat","EE009","EE006",663,"median_ppm2",1181
"rakvere vald",2023,"flat","EE009","EE006",661,"median_ppm2",535
"rapla vald",2023,"flat","EE009","EE006",668,"median_ppm2",1003
"tapa vald",2023,"flat","EE009","EE006",792,"median_ppm2",209
"turi vald",2023,"flat","EE009","EE006",834,"median_ppm2",503
"vaikemaarja vald",2023,"flat","EE009","EE006",928,"median_ppm2",191
"vinni vald",2023,"flat","EE009","EE006",901,"median_ppm2",274
"virunigula vald",2023,"flat","EE009","EE006",903,"median_ppm2",211
"alutaguse vald",2023,"flat","EE00A","EE007",130,"median_ppm2",197
"johvi vald",2023,"flat","EE00A","EE007",251,"median_ppm2",438
"kohtlajarve linn",2023,"flat","EE00A","EE007",321,"median_ppm2",169
"luganuse vald",2023,"flat","EE00A","EE007",442,"median_ppm2",91
"narva linn",2023,"flat","EE00A","EE007",511,"median_ppm2",524
"narvajoesuu linn",2023,"flat","EE00A","EE007",514,"median_ppm2",866
"sillamae linn",2023,"flat","EE00A","EE007",735,"median_ppm2",270
"toila vald",2023,"flat","EE00A","EE007",803,"median_ppm2",242
"anija vald",2024,"flat","EE001","EE001",141,"median_ppm2",1194
"harku vald",2024,"flat","EE001","EE001",198,"median_ppm2",3036
"joelahtme vald",2024,"flat","EE001","EE001",245,"median_ppm2",2559
"keila linn",2024,"flat","EE001","EE001",296,"median_ppm2",2080
"kiili vald",2024,"flat","EE001","EE001",304,"median_ppm2",3151
"kose vald",2024,"flat","EE001","EE001",338,"median_ppm2",1225
"kuusalu vald",2024,"flat","EE001","EE001",353,"median_ppm2",1019
"laaneharju vald",2024,"flat","EE001","EE001",431,"median_ppm2",872
"loksa linn",2024,"flat","EE001","EE001",424,"median_ppm2",548
"maardu linn",2024,"flat","EE001","EE001",446,"median_ppm2",1618
"raasiku vald",2024,"flat","EE001","EE001",651,"median_ppm2",2023
"rae vald",2024,"flat","EE001","EE001",653,"median_ppm2",2978
"saku vald",2024,"flat","EE001","EE001",718,"median_ppm2",2307
"saue vald",2024,"flat","EE001","EE001",726,"median_ppm2",2520
"tallinn",2024,"flat","EE001","EE001",784,"median_ppm2",2832
"viimsi vald",2024,"flat","EE001","EE001",890,"median_ppm2",2744
"haademeeste vald",2024,"flat","EE004","EE004",214,"median_ppm2",712
"haapsalu linn",2024,"flat","EE004","EE004",184,"median_ppm2",1342
"hiiumaa vald",2024,"flat","EE004","EE004",205,"median_ppm2",681
"kihnu vald",2024,"flat","EE004","EE004",303,"median_ppm2",696
"laanenigula vald",2024,"flat","EE004","EE004",441,"median_ppm2",329
"laaneranna vald",2024,"flat","EE004","EE004",430,"median_ppm2",209
"muhu vald",2024,"flat","EE004","EE004",478,"median_ppm2",654
"parnu linn",2024,"flat","EE004","EE004",624,"median_ppm2",1873
"pohjaparnumaa vald",2024,"flat","EE004","EE004",638,"median_ppm2",386
"ruhnu vald",2024,"flat","EE004","EE004",689,"median_ppm2",696
"saarde vald",2024,"flat","EE004","EE004",712,"median_ppm2",207
"saaremaa vald",2024,"flat","EE004","EE004",714,"median_ppm2",1217
"tori vald",2024,"flat","EE004","EE004",809,"median_ppm2",1217
"vormsi vald",2024,"flat","EE004","EE004",907,"median_ppm2",696
"antsla vald",2024,"flat","EE008","EE008",142,"median_ppm2",182
"elva vald",2024,"flat","EE008","EE008",171,"median_ppm2",864
"jogeva vald",2024,"flat","EE008","EE008",247,"median_ppm2",440
"kambja vald",2024,"flat","EE008","EE008",283,"median_ppm2",2203
"kanepi vald",2024,"flat","EE008","EE008",284,"median_ppm2",431
"kastre vald",2024,"flat","EE008","EE008",291,"median_ppm2",1943
"luunja vald",2024,"flat","EE008","EE008",432,"median_ppm2",2253
"mulgi vald",2024,"flat","EE008","EE008",480,"median_ppm2",216
"mustvee vald",2024,"flat","EE008","EE008",486,"median_ppm2",246
"noo vald",2024,"flat","EE008","EE008",528,"median_ppm2",1951
"otepaa vald",2024,"flat","EE008","EE008",557,"median_ppm2",666
"peipsiaare vald",2024,"flat","EE008","EE008",586,"median_ppm2",461
"pohjasakala vald",2024,"flat","EE008","EE008",615,"median_ppm2",404
"poltsamaa vald",2024,"flat","EE008","EE008",618,"median_ppm2",426
"polva vald",2024,"flat","EE008","EE008",622,"median_ppm2",650
"rapina vald",2024,"flat","EE008","EE008",708,"median_ppm2",265
"rouge vald",2024,"flat","EE008","EE008",698,"median_ppm2",85
"setomaa vald",2024,"flat","EE008","EE008",732,"median_ppm2",401
