"municipality","year","type_of_building","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"raasiku vald","2011","80-99 m²",444,"EE001","EE001",651
"raasiku vald","2021","80-99 m²",628,"EE001","EE001",651
"raasiku vald","2000","100-119 m²",228,"EE001","EE001",651
"raasiku vald","2011","100-119 m²",352,"EE001","EE001",651
"raasiku vald","2021","100-119 m²",594,"EE001","EE001",651
"raasiku vald","2000","120-149 m²",170,"EE001","EE001",651
"raasiku vald","2011","120-149 m²",414,"EE001","EE001",651
"raasiku vald","2021","120-149 m²",546,"EE001","EE001",651
"raasiku vald","2000","150 m² or more",114,"EE001","EE001",651
"raasiku vald","2011","150 m² or more",544,"EE001","EE001",651
"raasiku vald","2021","150 m² or more",518,"EE001","EE001",651
"raasiku vald","2000","Area of dwelling unknown",92,"EE001","EE001",651
"raasiku vald","2011","Area of dwelling unknown",36,"EE001","EE001",651
"raasiku vald","2021","Area of dwelling unknown",84,"EE001","EE001",651
"rae vald","2000","Area of dwelling total",6066,"EE001","EE001",653
"rae vald","2011","Area of dwelling total",12550,"EE001","EE001",653
"rae vald","2021","Area of dwelling total",18342,"EE001","EE001",653
"rae vald","2000","Less than 30 m²",320,"EE001","EE001",653
"rae vald","2011","Less than 30 m²",262,"EE001","EE001",653
"rae vald","2021","Less than 30 m²",264,"EE001","EE001",653
"rae vald","2000","30-39 m²",646,"EE001","EE001",653
"rae vald","2011","30-39 m²",710,"EE001","EE001",653
"rae vald","2021","30-39 m²",920,"EE001","EE001",653
"rae vald","2000","40-49 m²",816,"EE001","EE001",653
"rae vald","2011","40-49 m²",1072,"EE001","EE001",653
"rae vald","2021","40-49 m²",1622,"EE001","EE001",653
"rae vald","2000","50-59 m²",1006,"EE001","EE001",653
"rae vald","2011","50-59 m²",1932,"EE001","EE001",653
"rae vald","2021","50-59 m²",2044,"EE001","EE001",653
"rae vald","2000","60-69 m²",912,"EE001","EE001",653
"rae vald","2011","60-69 m²",1452,"EE001","EE001",653
"rae vald","2021","60-69 m²",1966,"EE001","EE001",653
"rae vald","2000","70-79 m²",590,"EE001","EE001",653
"rae vald","2011","70-79 m²",1246,"EE001","EE001",653
"rae vald","2021","70-79 m²",1808,"EE001","EE001",653
"rae vald","2000","80-99 m²",628,"EE001","EE001",653
"rae vald","2011","80-99 m²",966,"EE001","EE001",653
"rae vald","2021","80-99 m²",1984,"EE001","EE001",653
"rae vald","2000","100-119 m²",284,"EE001","EE001",653
"rae vald","2011","100-119 m²",1012,"EE001","EE001",653
"rae vald","2021","100-119 m²",2084,"EE001","EE001",653
"rae vald","2000","120-149 m²",292,"EE001","EE001",653
"rae vald","2011","120-149 m²",1478,"EE001","EE001",653
"rae vald","2021","120-149 m²",2520,"EE001","EE001",653
"rae vald","2000","150 m² or more",366,"EE001","EE001",653
"rae vald","2011","150 m² or more",2362,"EE001","EE001",653
"rae vald","2021","150 m² or more",3012,"EE001","EE001",653
"rae vald","2000","Area of dwelling unknown",206,"EE001","EE001",653
"rae vald","2011","Area of dwelling unknown",58,"EE001","EE001",653
"rae vald","2021","Area of dwelling unknown",118,"EE001","EE001",653
"rakvere linn","2000","Area of dwelling total",15970,"EE009","EE006",663
"rakvere linn","2011","Area of dwelling total",15998,"EE009","EE006",663
"rakvere linn","2021","Area of dwelling total",17370,"EE009","EE006",663
"rakvere linn","2000","Less than 30 m²",1454,"EE009","EE006",663
"rakvere linn","2011","Less than 30 m²",1190,"EE009","EE006",663
"rakvere linn","2021","Less than 30 m²",1584,"EE009","EE006",663
"rakvere linn","2000","30-39 m²",2792,"EE009","EE006",663
"rakvere linn","2011","30-39 m²",2594,"EE009","EE006",663
"rakvere linn","2021","30-39 m²",2966,"EE009","EE006",663
"rakvere linn","2000","40-49 m²",3806,"EE009","EE006",663
"rakvere linn","2011","40-49 m²",3616,"EE009","EE006",663
"rakvere linn","2021","40-49 m²",3952,"EE009","EE006",663
"rakvere linn","2000","50-59 m²",1700,"EE009","EE006",663
"rakvere linn","2011","50-59 m²",1566,"EE009","EE006",663
"rakvere linn","2021","50-59 m²",1696,"EE009","EE006",663
"rakvere linn","2000","60-69 m²",2300,"EE009","EE006",663
"rakvere linn","2011","60-69 m²",2344,"EE009","EE006",663
"rakvere linn","2021","60-69 m²",2324,"EE009","EE006",663
"rakvere linn","2000","70-79 m²",1112,"EE009","EE006",663
"rakvere linn","2011","70-79 m²",1130,"EE009","EE006",663
"rakvere linn","2021","70-79 m²",1172,"EE009","EE006",663
"rakvere linn","2000","80-99 m²",1040,"EE009","EE006",663
"rakvere linn","2011","80-99 m²",896,"EE009","EE006",663
"rakvere linn","2021","80-99 m²",1160,"EE009","EE006",663
"rakvere linn","2000","100-119 m²",840,"EE009","EE006",663
"rakvere linn","2011","100-119 m²",866,"EE009","EE006",663
"rakvere linn","2021","100-119 m²",972,"EE009","EE006",663
"rakvere linn","2000","120-149 m²",538,"EE009","EE006",663
"rakvere linn","2011","120-149 m²",640,"EE009","EE006",663
"rakvere linn","2021","120-149 m²",690,"EE009","EE006",663
"rakvere linn","2000","150 m² or more",318,"EE009","EE006",663
"rakvere linn","2011","150 m² or more",1124,"EE009","EE006",663
"rakvere linn","2021","150 m² or more",656,"EE009","EE006",663
"rakvere linn","2000","Area of dwelling unknown",70,"EE009","EE006",663
"rakvere linn","2011","Area of dwelling unknown",32,"EE009","EE006",663
"rakvere linn","2021","Area of dwelling unknown",198,"EE009","EE006",663
"rakvere vald","2000","Area of dwelling total",5530,"EE009","EE006",661
"rakvere vald","2011","Area of dwelling total",5608,"EE009","EE006",661
"rakvere vald","2021","Area of dwelling total",6280,"EE009","EE006",661
"rakvere vald","2000","Less than 30 m²",236,"EE009","EE006",661
"rakvere vald","2011","Less than 30 m²",160,"EE009","EE006",661
"rakvere vald","2021","Less than 30 m²",220,"EE009","EE006",661
"rakvere vald","2000","30-39 m²",366,"EE009","EE006",661
"rakvere vald","2011","30-39 m²",248,"EE009","EE006",661
"rakvere vald","2021","30-39 m²",406,"EE009","EE006",661
"rakvere vald","2000","40-49 m²",1048,"EE009","EE006",661
"rakvere vald","2011","40-49 m²",1002,"EE009","EE006",661
"rakvere vald","2021","40-49 m²",1132,"EE009","EE006",661
"rakvere vald","2000","50-59 m²",830,"EE009","EE006",661
"rakvere vald","2011","50-59 m²",794,"EE009","EE006",661
"rakvere vald","2021","50-59 m²",880,"EE009","EE006",661
"rakvere vald","2000","60-69 m²",914,"EE009","EE006",661
"rakvere vald","2011","60-69 m²",924,"EE009","EE006",661
"rakvere vald","2021","60-69 m²",964,"EE009","EE006",661
"rakvere vald","2000","70-79 m²",572,"EE009","EE006",661
"rakvere vald","2011","70-79 m²",608,"EE009","EE006",661
"rakvere vald","2021","70-79 m²",626,"EE009","EE006",661
"rakvere vald","2000","80-99 m²",724,"EE009","EE006",661
"rakvere vald","2011","80-99 m²",698,"EE009","EE006",661
"rakvere vald","2021","80-99 m²",862,"EE009","EE006",661
"rakvere vald","2000","100-119 m²",370,"EE009","EE006",661
"rakvere vald","2011","100-119 m²",410,"EE009","EE006",661
"rakvere vald","2021","100-119 m²",440,"EE009","EE006",661
"rakvere vald","2000","120-149 m²",228,"EE009","EE006",661
"rakvere vald","2011","120-149 m²",280,"EE009","EE006",661
"rakvere vald","2021","120-149 m²",360,"EE009","EE006",661
"rakvere vald","2000","150 m² or more",150,"EE009","EE006",661
"rakvere vald","2011","150 m² or more",460,"EE009","EE006",661
"rakvere vald","2021","150 m² or more",370,"EE009","EE006",661
"rakvere vald","2000","Area of dwelling unknown",92,"EE009","EE006",661
"rakvere vald","2011","Area of dwelling unknown",24,"EE009","EE006",661
"rakvere vald","2021","Area of dwelling unknown",20,"EE009","EE006",661
"rapla vald","2000","Area of dwelling total",13324,"EE009","EE006",668
"rapla vald","2011","Area of dwelling total",12770,"EE009","EE006",668
"rapla vald","2021","Area of dwelling total",14052,"EE009","EE006",668
"rapla vald","2000","Less than 30 m²",654,"EE009","EE006",668
"rapla vald","2011","Less than 30 m²",436,"EE009","EE006",668
"rapla vald","2021","Less than 30 m²",578,"EE009","EE006",668
"rapla vald","2000","30-39 m²",1144,"EE009","EE006",668
"rapla vald","2011","30-39 m²",912,"EE009","EE006",668
"rapla vald","2021","30-39 m²",1226,"EE009","EE006",668
"rapla vald","2000","40-49 m²",2346,"EE009","EE006",668
"rapla vald","2011","40-49 m²",2074,"EE009","EE006",668
"rapla vald","2021","40-49 m²",2248,"EE009","EE006",668
"rapla vald","2000","50-59 m²",1982,"EE009","EE006",668
"rapla vald","2011","50-59 m²",1754,"EE009","EE006",668
"rapla vald","2021","50-59 m²",1844,"EE009","EE006",668
"rapla vald","2000","60-69 m²",2070,"EE009","EE006",668
"rapla vald","2011","60-69 m²",1842,"EE009","EE006",668
"rapla vald","2021","60-69 m²",1934,"EE009","EE006",668
"rapla vald","2000","70-79 m²",1344,"EE009","EE006",668
"rapla vald","2011","70-79 m²",1154,"EE009","EE006",668
"rapla vald","2021","70-79 m²",1282,"EE009","EE006",668
"rapla vald","2000","80-99 m²",1640,"EE009","EE006",668
"rapla vald","2011","80-99 m²",1380,"EE009","EE006",668
"rapla vald","2021","80-99 m²",1720,"EE009","EE006",668
"rapla vald","2000","100-119 m²",860,"EE009","EE006",668
"rapla vald","2011","100-119 m²",1076,"EE009","EE006",668
"rapla vald","2021","100-119 m²",1120,"EE009","EE006",668
"rapla vald","2000","120-149 m²",542,"EE009","EE006",668
"rapla vald","2011","120-149 m²",812,"EE009","EE006",668
"rapla vald","2021","120-149 m²",934,"EE009","EE006",668
"rapla vald","2000","150 m² or more",398,"EE009","EE006",668
"rapla vald","2011","150 m² or more",1252,"EE009","EE006",668
"rapla vald","2021","150 m² or more",1038,"EE009","EE006",668
"rapla vald","2000","Area of dwelling unknown",344,"EE009","EE006",668
"rapla vald","2011","Area of dwelling unknown",78,"EE009","EE006",668
"rapla vald","2021","Area of dwelling unknown",128,"EE009","EE006",668
"ruhnu vald","2000","Area of dwelling total",120,"EE004","EE004",689
"ruhnu vald","2011","Area of dwelling total",86,"EE004","EE004",689
"ruhnu vald","2021","Area of dwelling total",134,"EE004","EE004",689
"ruhnu vald","2000","Less than 30 m²",4,"EE004","EE004",689
"ruhnu vald","2011","Less than 30 m²",0,"EE004","EE004",689
"ruhnu vald","2021","Less than 30 m²",2,"EE004","EE004",689
"ruhnu vald","2000","30-39 m²",4,"EE004","EE004",689
"ruhnu vald","2011","30-39 m²",4,"EE004","EE004",689
"ruhnu vald","2021","30-39 m²",2,"EE004","EE004",689
"ruhnu vald","2000","40-49 m²",2,"EE004","EE004",689
"ruhnu vald","2011","40-49 m²",6,"EE004","EE004",689
"ruhnu vald","2021","40-49 m²",4,"EE004","EE004",689
"ruhnu vald","2000","50-59 m²",34,"EE004","EE004",689
"ruhnu vald","2011","50-59 m²",16,"EE004","EE004",689
"ruhnu vald","2021","50-59 m²",24,"EE004","EE004",689
"ruhnu vald","2000","60-69 m²",22,"EE004","EE004",689
"ruhnu vald","2011","60-69 m²",14,"EE004","EE004",689
"ruhnu vald","2021","60-69 m²",24,"EE004","EE004",689
"ruhnu vald","2000","70-79 m²",18,"EE004","EE004",689
"ruhnu vald","2011","70-79 m²",6,"EE004","EE004",689
"ruhnu vald","2021","70-79 m²",16,"EE004","EE004",689
"ruhnu vald","2000","80-99 m²",24,"EE004","EE004",689
"ruhnu vald","2011","80-99 m²",18,"EE004","EE004",689
"ruhnu vald","2021","80-99 m²",24,"EE004","EE004",689
"ruhnu vald","2000","100-119 m²",4,"EE004","EE004",689
"ruhnu vald","2011","100-119 m²",4,"EE004","EE004",689
"ruhnu vald","2021","100-119 m²",4,"EE004","EE004",689
"ruhnu vald","2000","120-149 m²",4,"EE004","EE004",689
"ruhnu vald","2011","120-149 m²",16,"EE004","EE004",689
"ruhnu vald","2021","120-149 m²",6,"EE004","EE004",689
"ruhnu vald","2000","150 m² or more",4,"EE004","EE004",689
"ruhnu vald","2011","150 m² or more",2,"EE004","EE004",689
"ruhnu vald","2021","150 m² or more",4,"EE004","EE004",689
"ruhnu vald","2000","Area of dwelling unknown",0,"EE004","EE004",689
"ruhnu vald","2011","Area of dwelling unknown",0,"EE004","EE004",689
"ruhnu vald","2021","Area of dwelling unknown",24,"EE004","EE004",689
"räpina vald","2000","Area of dwelling total",7984,"EE008","EE008",708
"räpina vald","2011","Area of dwelling total",7476,"EE008","EE008",708
"räpina vald","2021","Area of dwelling total",7704,"EE008","EE008",708
"räpina vald","2000","Less than 30 m²",256,"EE008","EE008",708
"räpina vald","2011","Less than 30 m²",166,"EE008","EE008",708
"räpina vald","2021","Less than 30 m²",188,"EE008","EE008",708
"räpina vald","2000","30-39 m²",632,"EE008","EE008",708
"räpina vald","2011","30-39 m²",456,"EE008","EE008",708
"räpina vald","2021","30-39 m²",492,"EE008","EE008",708
"räpina vald","2000","40-49 m²",1226,"EE008","EE008",708
"räpina vald","2011","40-49 m²",1004,"EE008","EE008",708
"räpina vald","2021","40-49 m²",1138,"EE008","EE008",708
"räpina vald","2000","50-59 m²",1358,"EE008","EE008",708
"räpina vald","2011","50-59 m²",1144,"EE008","EE008",708
"räpina vald","2021","50-59 m²",1256,"EE008","EE008",708
"räpina vald","2000","60-69 m²",1098,"EE008","EE008",708
"räpina vald","2011","60-69 m²",1072,"EE008","EE008",708
"räpina vald","2021","60-69 m²",968,"EE008","EE008",708
"räpina vald","2000","70-79 m²",888,"EE008","EE008",708
"räpina vald","2011","70-79 m²",836,"EE008","EE008",708
"räpina vald","2021","70-79 m²",864,"EE008","EE008",708
"räpina vald","2000","80-99 m²",1138,"EE008","EE008",708
"räpina vald","2011","80-99 m²",974,"EE008","EE008",708
"räpina vald","2021","80-99 m²",1066,"EE008","EE008",708
"räpina vald","2000","100-119 m²",600,"EE008","EE008",708
"räpina vald","2011","100-119 m²",724,"EE008","EE008",708
"räpina vald","2021","100-119 m²",708,"EE008","EE008",708
"räpina vald","2000","120-149 m²",326,"EE008","EE008",708
"räpina vald","2011","120-149 m²",478,"EE008","EE008",708
"räpina vald","2021","120-149 m²",452,"EE008","EE008",708
"räpina vald","2000","150 m² or more",238,"EE008","EE008",708
"räpina vald","2011","150 m² or more",470,"EE008","EE008",708
"räpina vald","2021","150 m² or more",428,"EE008","EE008",708
"räpina vald","2000","Area of dwelling unknown",224,"EE008","EE008",708
"räpina vald","2011","Area of dwelling unknown",152,"EE008","EE008",708
"räpina vald","2021","Area of dwelling unknown",144,"EE008","EE008",708
"rõuge vald","2000","Area of dwelling total",6938,"EE008","EE008",698
"rõuge vald","2011","Area of dwelling total",6046,"EE008","EE008",698
"rõuge vald","2021","Area of dwelling total",6900,"EE008","EE008",698
"rõuge vald","2000","Less than 30 m²",236,"EE008","EE008",698
"rõuge vald","2011","Less than 30 m²",62,"EE008","EE008",698
"rõuge vald","2021","Less than 30 m²",182,"EE008","EE008",698
"rõuge vald","2000","30-39 m²",492,"EE008","EE008",698
"rõuge vald","2011","30-39 m²",322,"EE008","EE008",698
"rõuge vald","2021","30-39 m²",438,"EE008","EE008",698
"rõuge vald","2000","40-49 m²",1066,"EE008","EE008",698
"rõuge vald","2011","40-49 m²",758,"EE008","EE008",698
"rõuge vald","2021","40-49 m²",1014,"EE008","EE008",698
"rõuge vald","2000","50-59 m²",1088,"EE008","EE008",698
"rõuge vald","2011","50-59 m²",774,"EE008","EE008",698
"rõuge vald","2021","50-59 m²",1072,"EE008","EE008",698
"rõuge vald","2000","60-69 m²",1010,"EE008","EE008",698
"rõuge vald","2011","60-69 m²",866,"EE008","EE008",698
"rõuge vald","2021","60-69 m²",954,"EE008","EE008",698
"rõuge vald","2000","70-79 m²",826,"EE008","EE008",698
"rõuge vald","2011","70-79 m²",716,"EE008","EE008",698
"rõuge vald","2021","70-79 m²",878,"EE008","EE008",698
"rõuge vald","2000","80-99 m²",1072,"EE008","EE008",698
"rõuge vald","2011","80-99 m²",1002,"EE008","EE008",698
"rõuge vald","2021","80-99 m²",1016,"EE008","EE008",698
"rõuge vald","2000","100-119 m²",438,"EE008","EE008",698
"rõuge vald","2011","100-119 m²",628,"EE008","EE008",698
"rõuge vald","2021","100-119 m²",540,"EE008","EE008",698
"rõuge vald","2000","120-149 m²",244,"EE008","EE008",698
"rõuge vald","2011","120-149 m²",428,"EE008","EE008",698
"rõuge vald","2021","120-149 m²",382,"EE008","EE008",698
"rõuge vald","2000","150 m² or more",170,"EE008","EE008",698
"rõuge vald","2011","150 m² or more",440,"EE008","EE008",698
"rõuge vald","2021","150 m² or more",386,"EE008","EE008",698
"rõuge vald","2000","Area of dwelling unknown",296,"EE008","EE008",698
"rõuge vald","2011","Area of dwelling unknown",50,"EE008","EE008",698
"rõuge vald","2021","Area of dwelling unknown",38,"EE008","EE008",698
"saarde vald","2000","Area of dwelling total",6070,"EE004","EE004",712
"saarde vald","2011","Area of dwelling total",5390,"EE004","EE004",712
"saarde vald","2021","Area of dwelling total",5666,"EE004","EE004",712
"saarde vald","2000","Less than 30 m²",262,"EE004","EE004",712
"saarde vald","2011","Less than 30 m²",114,"EE004","EE004",712
"saarde vald","2021","Less than 30 m²",164,"EE004","EE004",712
"saarde vald","2000","30-39 m²",404,"EE004","EE004",712
"saarde vald","2011","30-39 m²",318,"EE004","EE004",712
"saarde vald","2021","30-39 m²",358,"EE004","EE004",712
"saarde vald","2000","40-49 m²",956,"EE004","EE004",712
"saarde vald","2011","40-49 m²",734,"EE004","EE004",712
"saarde vald","2021","40-49 m²",830,"EE004","EE004",712
"saarde vald","2000","50-59 m²",920,"EE004","EE004",712
"saarde vald","2011","50-59 m²",754,"EE004","EE004",712
"saarde vald","2021","50-59 m²",804,"EE004","EE004",712
"saarde vald","2000","60-69 m²",986,"EE004","EE004",712
"saarde vald","2011","60-69 m²",968,"EE004","EE004",712
"saarde vald","2021","60-69 m²",860,"EE004","EE004",712
"saarde vald","2000","70-79 m²",632,"EE004","EE004",712
"saarde vald","2011","70-79 m²",516,"EE004","EE004",712
"saarde vald","2021","70-79 m²",520,"EE004","EE004",712
"saarde vald","2000","80-99 m²",856,"EE004","EE004",712
"saarde vald","2011","80-99 m²",626,"EE004","EE004",712
"saarde vald","2021","80-99 m²",832,"EE004","EE004",712
"saarde vald","2000","100-119 m²",534,"EE004","EE004",712
"saarde vald","2011","100-119 m²",550,"EE004","EE004",712
"saarde vald","2021","100-119 m²",616,"EE004","EE004",712
"saarde vald","2000","120-149 m²",246,"EE004","EE004",712
"saarde vald","2011","120-149 m²",340,"EE004","EE004",712
"saarde vald","2021","120-149 m²",350,"EE004","EE004",712
"saarde vald","2000","150 m² or more",208,"EE004","EE004",712
"saarde vald","2011","150 m² or more",440,"EE004","EE004",712
"saarde vald","2021","150 m² or more",304,"EE004","EE004",712
"saarde vald","2000","Area of dwelling unknown",66,"EE004","EE004",712
"saarde vald","2011","Area of dwelling unknown",30,"EE004","EE004",712
"saarde vald","2021","Area of dwelling unknown",28,"EE004","EE004",712
"saaremaa vald","2000","Area of dwelling total",30738,"EE004","EE004",714
"saaremaa vald","2011","Area of dwelling total",32190,"EE004","EE004",714
"saaremaa vald","2021","Area of dwelling total",34808,"EE004","EE004",714
"saaremaa vald","2000","Less than 30 m²",1416,"EE004","EE004",714
"saaremaa vald","2011","Less than 30 m²",1016,"EE004","EE004",714
"saaremaa vald","2021","Less than 30 m²",1304,"EE004","EE004",714
"saaremaa vald","2000","30-39 m²",2826,"EE004","EE004",714
"saaremaa vald","2011","30-39 m²",2392,"EE004","EE004",714
"saaremaa vald","2021","30-39 m²",2832,"EE004","EE004",714
"saaremaa vald","2000","40-49 m²",5322,"EE004","EE004",714
"saaremaa vald","2011","40-49 m²",4868,"EE004","EE004",714
"saaremaa vald","2021","40-49 m²",5352,"EE004","EE004",714
"saaremaa vald","2000","50-59 m²",4960,"EE004","EE004",714
"saaremaa vald","2011","50-59 m²",4190,"EE004","EE004",714
"saaremaa vald","2021","50-59 m²",4704,"EE004","EE004",714
"saaremaa vald","2000","60-69 m²",4850,"EE004","EE004",714
"saaremaa vald","2011","60-69 m²",4752,"EE004","EE004",714
"saaremaa vald","2021","60-69 m²",4886,"EE004","EE004",714
"saaremaa vald","2000","70-79 m²",3596,"EE004","EE004",714
"saaremaa vald","2011","70-79 m²",3616,"EE004","EE004",714
"saaremaa vald","2021","70-79 m²",3736,"EE004","EE004",714
"saaremaa vald","2000","80-99 m²",3750,"EE004","EE004",714
"saaremaa vald","2011","80-99 m²",3894,"EE004","EE004",714
"saaremaa vald","2021","80-99 m²",4510,"EE004","EE004",714
"saaremaa vald","2000","100-119 m²",1912,"EE004","EE004",714
"saaremaa vald","2011","100-119 m²",2872,"EE004","EE004",714
"saaremaa vald","2021","100-119 m²",2814,"EE004","EE004",714
"saaremaa vald","2000","120-149 m²",974,"EE004","EE004",714
"saaremaa vald","2011","120-149 m²",2090,"EE004","EE004",714
"saaremaa vald","2021","120-149 m²",2170,"EE004","EE004",714
"saaremaa vald","2000","150 m² or more",548,"EE004","EE004",714
"saaremaa vald","2011","150 m² or more",2300,"EE004","EE004",714
"saaremaa vald","2021","150 m² or more",1948,"EE004","EE004",714
"saaremaa vald","2000","Area of dwelling unknown",584,"EE004","EE004",714
"saaremaa vald","2011","Area of dwelling unknown",200,"EE004","EE004",714
"saaremaa vald","2021","Area of dwelling unknown",552,"EE004","EE004",714
"saku vald","2000","Area of dwelling total",5572,"EE001","EE001",718
"saku vald","2011","Area of dwelling total",7604,"EE001","EE001",718
"saku vald","2021","Area of dwelling total",9548,"EE001","EE001",718
"saku vald","2000","Less than 30 m²",300,"EE001","EE001",718
"saku vald","2011","Less than 30 m²",172,"EE001","EE001",718
"saku vald","2021","Less than 30 m²",304,"EE001","EE001",718
"saku vald","2000","30-39 m²",702,"EE001","EE001",718
"saku vald","2011","30-39 m²",618,"EE001","EE001",718
"saku vald","2021","30-39 m²",796,"EE001","EE001",718
"saku vald","2000","40-49 m²",762,"EE001","EE001",718
"saku vald","2011","40-49 m²",642,"EE001","EE001",718
"saku vald","2021","40-49 m²",998,"EE001","EE001",718
"saku vald","2000","50-59 m²",938,"EE001","EE001",718
"saku vald","2011","50-59 m²",950,"EE001","EE001",718
"saku vald","2021","50-59 m²",1018,"EE001","EE001",718
"saku vald","2000","60-69 m²",902,"EE001","EE001",718
"saku vald","2011","60-69 m²",900,"EE001","EE001",718
"saku vald","2021","60-69 m²",1074,"EE001","EE001",718
"saku vald","2000","70-79 m²",438,"EE001","EE001",718
"saku vald","2011","70-79 m²",416,"EE001","EE001",718
"saku vald","2021","70-79 m²",568,"EE001","EE001",718
"saku vald","2000","80-99 m²",526,"EE001","EE001",718
"saku vald","2011","80-99 m²",604,"EE001","EE001",718
"saku vald","2021","80-99 m²",756,"EE001","EE001",718
"saku vald","2000","100-119 m²",278,"EE001","EE001",718
"saku vald","2011","100-119 m²",734,"EE001","EE001",718
"saku vald","2021","100-119 m²",1168,"EE001","EE001",718
"saku vald","2000","120-149 m²",214,"EE001","EE001",718
"saku vald","2011","120-149 m²",800,"EE001","EE001",718
"saku vald","2021","120-149 m²",1208,"EE001","EE001",718
"saku vald","2000","150 m² or more",418,"EE001","EE001",718
"saku vald","2011","150 m² or more",1736,"EE001","EE001",718
"saku vald","2021","150 m² or more",1586,"EE001","EE001",718
"saku vald","2000","Area of dwelling unknown",94,"EE001","EE001",718
"saku vald","2011","Area of dwelling unknown",32,"EE001","EE001",718
"saku vald","2021","Area of dwelling unknown",72,"EE001","EE001",718
"saue vald","2000","Area of dwelling total",14454,"EE001","EE001",726
"saue vald","2011","Area of dwelling total",19740,"EE001","EE001",726
"saue vald","2021","Area of dwelling total",22980,"EE001","EE001",726
"saue vald","2000","Less than 30 m²",826,"EE001","EE001",726
"saue vald","2011","Less than 30 m²",642,"EE001","EE001",726
"saue vald","2021","Less than 30 m²",874,"EE001","EE001",726
"saue vald","2000","30-39 m²",1720,"EE001","EE001",726
"saue vald","2011","30-39 m²",1618,"EE001","EE001",726
"saue vald","2021","30-39 m²",1816,"EE001","EE001",726
"saue vald","2000","40-49 m²",2274,"EE001","EE001",726
"saue vald","2011","40-49 m²",2212,"EE001","EE001",726
"saue vald","2021","40-49 m²",3058,"EE001","EE001",726
"saue vald","2000","50-59 m²",2178,"EE001","EE001",726
"saue vald","2011","50-59 m²",2394,"EE001","EE001",726
"saue vald","2021","50-59 m²",2390,"EE001","EE001",726
"saue vald","2000","60-69 m²",2462,"EE001","EE001",726
"saue vald","2011","60-69 m²",2828,"EE001","EE001",726
"saue vald","2021","60-69 m²",2994,"EE001","EE001",726
"saue vald","2000","70-79 m²",1050,"EE001","EE001",726
"saue vald","2011","70-79 m²",1470,"EE001","EE001",726
"saue vald","2021","70-79 m²",1638,"EE001","EE001",726
"saue vald","2000","80-99 m²",1126,"EE001","EE001",726
"saue vald","2011","80-99 m²",1650,"EE001","EE001",726
"saue vald","2021","80-99 m²",2378,"EE001","EE001",726
"saue vald","2000","100-119 m²",774,"EE001","EE001",726
"saue vald","2011","100-119 m²",1484,"EE001","EE001",726
"saue vald","2021","100-119 m²",2162,"EE001","EE001",726
"saue vald","2000","120-149 m²",570,"EE001","EE001",726
"saue vald","2011","120-149 m²",1680,"EE001","EE001",726
"saue vald","2021","120-149 m²",2306,"EE001","EE001",726
"saue vald","2000","150 m² or more",780,"EE001","EE001",726
"saue vald","2011","150 m² or more",3246,"EE001","EE001",726
"saue vald","2021","150 m² or more",2928,"EE001","EE001",726
"saue vald","2000","Area of dwelling unknown",694,"EE001","EE001",726
"saue vald","2011","Area of dwelling unknown",516,"EE001","EE001",726
"saue vald","2021","Area of dwelling unknown",436,"EE001","EE001",726
"setomaa vald","2000","Area of dwelling total",4992,"EE008","EE008",732
"setomaa vald","2011","Area of dwelling total",3852,"EE008","EE008",732
"setomaa vald","2021","Area of dwelling total",4538,"EE008","EE008",732
"setomaa vald","2000","Less than 30 m²",140,"EE008","EE008",732
"setomaa vald","2011","Less than 30 m²",40,"EE008","EE008",732
"setomaa vald","2021","Less than 30 m²",94,"EE008","EE008",732
"setomaa vald","2000","30-39 m²",424,"EE008","EE008",732
"setomaa vald","2011","30-39 m²",184,"EE008","EE008",732
"setomaa vald","2021","30-39 m²",310,"EE008","EE008",732
"setomaa vald","2000","40-49 m²",954,"EE008","EE008",732
"setomaa vald","2011","40-49 m²",608,"EE008","EE008",732
"setomaa vald","2021","40-49 m²",794,"EE008","EE008",732
"setomaa vald","2000","50-59 m²",918,"EE008","EE008",732
"setomaa vald","2011","50-59 m²",580,"EE008","EE008",732
"setomaa vald","2021","50-59 m²",828,"EE008","EE008",732
"setomaa vald","2000","60-69 m²",830,"EE008","EE008",732
"setomaa vald","2011","60-69 m²",684,"EE008","EE008",732
"setomaa vald","2021","60-69 m²",844,"EE008","EE008",732
"setomaa vald","2000","70-79 m²",572,"EE008","EE008",732
"setomaa vald","2011","70-79 m²",518,"EE008","EE008",732
"setomaa vald","2021","70-79 m²",566,"EE008","EE008",732
"setomaa vald","2000","80-99 m²",476,"EE008","EE008",732
"setomaa vald","2011","80-99 m²",530,"EE008","EE008",732
"setomaa vald","2021","80-99 m²",504,"EE008","EE008",732
"setomaa vald","2000","100-119 m²",218,"EE008","EE008",732
"setomaa vald","2011","100-119 m²",248,"EE008","EE008",732
"setomaa vald","2021","100-119 m²",240,"EE008","EE008",732
"setomaa vald","2000","120-149 m²",88,"EE008","EE008",732
"setomaa vald","2011","120-149 m²",172,"EE008","EE008",732
"setomaa vald","2021","120-149 m²",170,"EE008","EE008",732
"setomaa vald","2000","150 m² or more",74,"EE008","EE008",732
"setomaa vald","2011","150 m² or more",150,"EE008","EE008",732
"setomaa vald","2021","150 m² or more",148,"EE008","EE008",732
