"Year","Quarter","County","Type of purchase-sale contract","Indicator","value"
"2001","Ascending total","Tartu county","Purchase-sale contracts of movable assets**","Number of contracts",1431
"2001","Ascending total","Tartu county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",14799.6
"2001","Ascending total","Tartu county","..purchase-sale contracts of residential buildings**","Number of contracts",353
"2001","Ascending total","Tartu county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",4291.7
"2001","Ascending total","Tartu county","..purchase-sale contracts of dwellings**","Number of contracts",841
"2001","Ascending total","Tartu county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",7013.5
"2001","Ascending total","Tartu county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",237
"2001","Ascending total","Tartu county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",3494.4
"2001","Ascending total","Valga county","Purchase-sale contracts total","Number of contracts",1403
"2001","Ascending total","Valga county","Purchase-sale contracts total","Value of contracts, thousand euros",11656.3
"2001","Ascending total","Valga county","Purchase-sale contracts of real estate","Number of contracts",959
"2001","Ascending total","Valga county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",10255.1
"2001","Ascending total","Valga county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",390
"2001","Ascending total","Valga county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",6838
"2001","Ascending total","Valga county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",278
"2001","Ascending total","Valga county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",2566.2
"2001","Ascending total","Valga county","..purchase-sale contracts of ownership of dwellings","Number of contracts",270
"2001","Ascending total","Valga county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",568.7
"2001","Ascending total","Valga county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",21
"2001","Ascending total","Valga county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",282.2
"2001","Ascending total","Valga county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2001","Ascending total","Valga county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",28.8
"2001","Ascending total","Valga county","Purchase-sale contracts of movable assets**","Number of contracts",443
"2001","Ascending total","Valga county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",1372.4
"2001","Ascending total","Valga county","..purchase-sale contracts of residential buildings**","Number of contracts",128
"2001","Ascending total","Valga county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",350.4
"2001","Ascending total","Valga county","..purchase-sale contracts of dwellings**","Number of contracts",234
"2001","Ascending total","Valga county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",347.9
"2001","Ascending total","Valga county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",81
"2001","Ascending total","Valga county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",674.2
"2001","Ascending total","Viljandi county","Purchase-sale contracts total","Number of contracts",1689
"2001","Ascending total","Viljandi county","Purchase-sale contracts total","Value of contracts, thousand euros",19269.9
"2001","Ascending total","Viljandi county","Purchase-sale contracts of real estate","Number of contracts",1157
"2001","Ascending total","Viljandi county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",17025.3
"2001","Ascending total","Viljandi county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",542
"2001","Ascending total","Viljandi county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",10026.5
"2001","Ascending total","Viljandi county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",232
"2001","Ascending total","Viljandi county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",2164.9
"2001","Ascending total","Viljandi county","..purchase-sale contracts of ownership of dwellings","Number of contracts",342
"2001","Ascending total","Viljandi county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",1672.9
"2001","Ascending total","Viljandi county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",41
"2001","Ascending total","Viljandi county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",3161
"2001","Ascending total","Viljandi county","Purchase-sale contracts of right of superficies","Number of contracts",6
"2001","Ascending total","Viljandi county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",67
"2001","Ascending total","Viljandi county","Purchase-sale contracts of movable assets**","Number of contracts",526
"2001","Ascending total","Viljandi county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",2177.7
"2001","Ascending total","Viljandi county","..purchase-sale contracts of residential buildings**","Number of contracts",142
"2001","Ascending total","Viljandi county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",545.7
"2001","Ascending total","Viljandi county","..purchase-sale contracts of dwellings**","Number of contracts",274
"2001","Ascending total","Viljandi county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",666.3
"2001","Ascending total","Viljandi county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",110
"2001","Ascending total","Viljandi county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",965.7
"2001","Ascending total","Võru county","Purchase-sale contracts total","Number of contracts",1182
"2001","Ascending total","Võru county","Purchase-sale contracts total","Value of contracts, thousand euros",5245.6
"2001","Ascending total","Võru county","Purchase-sale contracts of real estate","Number of contracts",710
"2001","Ascending total","Võru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",4122.1
"2001","Ascending total","Võru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",314
"2001","Ascending total","Võru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2074.6
"2001","Ascending total","Võru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",224
"2001","Ascending total","Võru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",906.6
